"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Lrrk2"	-0.437	-0.655	-0.219	8.892	-4.232	0.000568	0.00143	0.111
"Vps33a"	0.761	0.381	1.141	9.833	4.231	0.000568	0.00143	0.183
"Slc4a8"	-1.292	-1.937	-0.647	11.083	-4.23	0.000569	0.00143	0.523
"Adora3"	0.591	0.296	0.885	6.974	4.23	0.00057	0.00143	0.074
"Zbtb34"	0.806	0.404	1.208	4.375	4.229	0.000571	0.00143	0.057
"Rev3l"	-0.597	-0.895	-0.299	7.884	-4.227	0.000573	0.00144	0.124
"Cntn5"	-1.838	-2.756	-0.92	3.669	-4.226	0.000574	0.00144	0.073
"Dnah3"	-0.778	-1.166	-0.389	5.346	-4.226	0.000574	0.00144	0.101
"Rilpl1"	-0.441	-0.662	-0.221	10.781	-4.225	0.000576	0.00145	0.103
"Nudt6"	-0.425	-0.637	-0.213	10.514	-4.225	0.000577	0.00145	0.143
"Efemp1"	1.76	0.881	2.639	9.732	4.224	0.000577	0.00145	0.095
"Lingo3"	-0.425	-0.638	-0.213	6.786	-4.223	0.000579	0.00145	0.13
"Dtnb"	-0.71	-1.065	-0.355	9.606	-4.221	0.000581	0.00146	0.077
"Kctd19"	0.659	0.329	0.989	6.231	4.22	0.000582	0.00146	0.207
"Slc35a2"	-0.427	-0.641	-0.213	12.564	-4.22	0.000582	0.00146	0.144
"Alg11"	-0.238	-0.358	-0.119	10.822	-4.219	0.000583	0.00146	0.141
"Stx12"	-0.253	-0.38	-0.127	11.869	-4.219	0.000584	0.00146	0.096
"Ubxn7"	0.69	0.345	1.036	7.575	4.218	0.000585	0.00146	0.222
"RGD1564730"	0.42	0.21	0.631	10.376	4.216	0.000587	0.00147	0.358
"Trim17"	-0.538	-0.807	-0.268	6.802	-4.216	0.000588	0.00147	0.131
"Dqx1"	0.492	0.246	0.738	7.227	4.216	0.000588	0.00147	0.451
"Apoa2"	0.654	0.327	0.982	4.99	4.215	0.000589	0.00147	0.188
"Cd7"	0.98	0.489	1.47	6.395	4.215	0.000589	0.00147	0.098
"Fam114a1l1"	0.811	0.405	1.217	8.126	4.214	0.00059	0.00148	0.229
"LOC691143"	0.805	0.402	1.209	8.195	4.213	0.000591	0.00148	0.154
"Tmem135"	-0.412	-0.618	-0.205	8.257	-4.212	0.000593	0.00148	0.113
"Mslnl"	-0.643	-0.966	-0.321	5.177	-4.212	0.000593	0.00148	0.14
"Pex7"	-0.446	-0.67	-0.223	10.887	-4.211	0.000594	0.00148	0.067
"Cpsf3"	0.372	0.186	0.559	10.693	4.21	0.000594	0.00149	0.155
"Ptpn22"	0.723	0.36	1.085	6.644	4.21	0.000595	0.00149	0.113
"Dscaml1"	-0.679	-1.019	-0.338	6.212	-4.207	0.000599	0.0015	0.305
"Fam118b"	0.41	0.204	0.616	9.774	4.206	6e-04	0.0015	0.085
"Ptp4a2"	0.348	0.173	0.522	12.072	4.206	6e-04	0.0015	0.345
"Mlx"	-0.277	-0.417	-0.138	10.709	-4.204	0.000602	0.0015	0.045
"Zswim4"	0.598	0.298	0.899	6.004	4.204	0.000603	0.00151	0.341
"Map6"	-0.552	-0.829	-0.275	10.448	-4.203	0.000604	0.00151	0.178
"Laptm4a"	0.47	0.234	0.706	14.831	4.202	0.000605	0.00151	0.451
"Pycr1"	-0.604	-0.908	-0.301	6.673	-4.202	0.000605	0.00151	0.179
"Tssk2"	-1.266	-1.903	-0.63	5.594	-4.202	0.000605	0.00151	0.062
"Pdss1"	-0.392	-0.589	-0.195	7.389	-4.201	0.000606	0.00151	0.237
"Phtf1"	-0.277	-0.417	-0.138	9.972	-4.199	0.000609	0.00152	0.064
"Mrps11"	-0.317	-0.476	-0.158	10.931	-4.199	0.00061	0.00152	0.352
"Pou3f1"	1.395	0.694	2.096	9.012	4.198	0.00061	0.00152	0.052
"Tmem71"	0.988	0.491	1.485	3.258	4.198	0.00061	0.00152	0.044
"Pdzk1"	-0.53	-0.796	-0.263	5.007	-4.197	0.000612	0.00152	0.538
"Phax"	-0.324	-0.487	-0.161	12.101	-4.197	0.000612	0.00153	0.801
"Rnf2"	0.459	0.228	0.69	7.707	4.195	0.000614	0.00153	0.174
"Polb"	-0.348	-0.524	-0.173	9.685	-4.194	0.000616	0.00153	0.435
"Dnaaf9"	-0.647	-0.973	-0.321	14.493	-4.194	0.000616	0.00153	0.153
"Znf454"	-0.47	-0.707	-0.233	6.196	-4.193	0.000617	0.00154	0.315
"Dph1"	0.283	0.141	0.426	11.648	4.193	0.000618	0.00154	0.183
"Gmpr"	0.498	0.247	0.748	12.004	4.192	0.000618	0.00154	0.46
"Nagpa"	0.497	0.247	0.747	7.527	4.192	0.000618	0.00154	0.118
"Ndrg2"	-0.395	-0.594	-0.196	18.039	-4.191	0.00062	0.00154	0.131
"Plch1"	-1.445	-2.173	-0.717	3.624	-4.191	0.00062	0.00154	0.163
"Tnip1"	0.588	0.292	0.885	8.131	4.19	0.000621	0.00154	0.231
"Pigt"	0.274	0.136	0.412	13.14	4.189	0.000622	0.00155	0.139
"Arl8a"	-0.299	-0.45	-0.148	12.246	-4.187	0.000625	0.00155	0.065
"Shcbp1"	1.873	0.929	2.817	2.701	4.187	0.000625	0.00155	0.088
"Sec22a"	0.331	0.164	0.497	9.962	4.186	0.000627	0.00156	0.766
"Slc9a9"	0.892	0.442	1.341	8.049	4.186	0.000627	0.00156	0.228
"Lmtk2"	-0.548	-0.825	-0.272	5.686	-4.185	0.000627	0.00156	0.198
"Smpd1"	-0.277	-0.417	-0.137	15.293	-4.185	0.000628	0.00156	0.447
"Anks1b"	-1.042	-1.568	-0.516	4.813	-4.185	0.000628	0.00156	0.369
"St7l"	-0.527	-0.793	-0.261	12.942	-4.183	0.000631	0.00157	0.044
"Mcam"	0.521	0.258	0.784	10.491	4.182	0.000631	0.00157	0.172
"Cdc5l"	0.286	0.142	0.431	11.542	4.182	0.000632	0.00157	0.116
"Klhl26"	-0.843	-1.268	-0.417	6.742	-4.18	0.000634	0.00157	0.209
"Cd164"	0.378	0.187	0.569	13.293	4.18	0.000634	0.00157	0.205
"Klf1"	-0.355	-0.534	-0.176	7.258	-4.18	0.000634	0.00157	0.143
"Cd9"	0.603	0.298	0.907	12.485	4.179	0.000636	0.00158	0.121
"Slit2"	-0.676	-1.017	-0.334	10.485	-4.177	0.000639	0.00159	0.166
"Nags"	0.545	0.269	0.82	5.904	4.175	0.000641	0.00159	0.085
"Fkbpl"	-0.238	-0.359	-0.118	11.717	-4.174	0.000643	0.00159	0.061
"Tango6"	0.534	0.264	0.805	7.814	4.174	0.000643	0.00159	0.089
"Gphn"	-0.43	-0.648	-0.213	8.438	-4.174	0.000643	0.00159	0.084
"Atrn"	-0.506	-0.762	-0.25	12.624	-4.173	0.000644	0.0016	0.364
"Abca4"	0.768	0.379	1.156	5.396	4.173	0.000644	0.0016	0.137
"Kalrn"	-0.626	-0.943	-0.31	4.937	-4.172	0.000646	0.0016	0.321
"Tead3"	1.017	0.503	1.532	6.839	4.172	0.000646	0.0016	0.162
"Fam43a"	-0.57	-0.859	-0.282	7.315	-4.169	0.00065	0.00161	0.323
"Gng12"	0.414	0.204	0.623	12.543	4.169	0.00065	0.00161	0.087
"Micall2"	0.328	0.162	0.494	10.22	4.169	0.00065	0.00161	0.239
"Apoc2"	0.763	0.377	1.15	3.849	4.168	0.000652	0.00161	0.5
"Med10"	0.373	0.184	0.561	11.93	4.167	0.000652	0.00162	0.054
"Lrrc8c"	0.677	0.334	1.02	7.147	4.165	0.000655	0.00162	0.065
"Hr"	-0.4	-0.602	-0.197	8.061	-4.165	0.000655	0.00162	0.331
"Fastkd3"	-0.209	-0.315	-0.103	10.79	-4.163	0.000658	0.00163	0.089
"Akt1"	0.687	0.339	1.035	11.435	4.163	0.000658	0.00163	0.298
"Cpm"	-0.429	-0.646	-0.211	8.901	-4.162	0.00066	0.00163	0.197
"Ap3m2"	-0.36	-0.543	-0.177	10.764	-4.16	0.000662	0.00164	0.319
"Dlk1"	-1.02	-1.538	-0.503	6.859	-4.16	0.000662	0.00164	0.364
"Stoml3"	-1.064	-1.604	-0.524	5.87	-4.159	0.000664	0.00164	0.115
"Tomm20"	-0.234	-0.352	-0.115	10.905	-4.158	0.000666	0.00165	0.58
"Bckdha"	-0.285	-0.429	-0.14	12.041	-4.154	0.000671	0.00166	0.11
"Eef2"	0.605	0.298	0.913	15.514	4.153	0.000673	0.00166	0.478
"Gpr39"	-0.564	-0.85	-0.277	6.8	-4.153	0.000673	0.00166	0.419
"Ppp2r5b"	-0.511	-0.771	-0.251	10.595	-4.153	0.000673	0.00166	0.216
"RGD1304728"	0.519	0.255	0.783	6.751	4.151	0.000675	0.00167	0.647
"Pacrgl"	-0.362	-0.547	-0.178	8.9	-4.149	0.000678	0.00168	1.154
"St8sia4"	1.095	0.538	1.652	6.368	4.149	0.000678	0.00168	0.131
"Ets2"	0.471	0.231	0.71	9.156	4.149	0.000679	0.00168	0.161
"Ccdc30"	-0.593	-0.895	-0.291	8.542	-4.148	0.000679	0.00168	0.558
"Zfp384"	0.388	0.191	0.585	8.868	4.148	0.00068	0.00168	0.071
"Nup93"	0.29	0.142	0.438	11.779	4.147	0.000681	0.00168	0.091
"Slc28a3"	1.553	0.762	2.343	2.937	4.147	0.000682	0.00168	0.051
"Zdhhc9"	-0.482	-0.728	-0.237	6.893	-4.147	0.000682	0.00168	0.163
"Nav2"	0.619	0.304	0.935	5.74	4.145	0.000684	0.00169	0.107
"Syngap1"	-0.647	-0.977	-0.318	5.226	-4.145	0.000684	0.00169	0.084
"Efhd1"	-0.673	-1.015	-0.33	10.501	-4.144	0.000686	0.00169	0.118
"Cdk9"	-0.353	-0.532	-0.173	10.931	-4.144	0.000686	0.00169	0.057
"Rab11fip1"	1.209	0.593	1.826	5.774	4.142	0.000689	0.0017	0.094
"Abcc4"	0.648	0.318	0.978	6.602	4.141	0.00069	0.0017	0.113
"Eml1"	-1.232	-1.86	-0.604	3.407	-4.141	0.000691	0.0017	0.127
"Mill1"	-0.368	-0.556	-0.181	8.027	-4.14	0.000691	0.0017	0.453
"RGD1560648"	-0.269	-0.406	-0.132	13.382	-4.14	0.000692	0.0017	0.109
"Slc5a5"	-1.688	-2.549	-0.827	8.279	-4.139	0.000693	0.00171	0.115
"Pde4d"	-0.513	-0.775	-0.251	6.719	-4.137	0.000695	0.00171	0.135
"Nenf"	-0.268	-0.404	-0.131	14.391	-4.137	0.000696	0.00171	0.09
"Cdh12"	-2.116	-3.195	-1.036	3.064	-4.136	0.000698	0.00172	0.248
"Gatm"	-0.413	-0.624	-0.202	12.28	-4.136	0.000698	0.00172	0.194
"Tlr3"	0.895	0.438	1.352	11.177	4.136	0.000698	0.00172	0.093
"Cystm1"	-0.426	-0.644	-0.209	10.916	-4.135	7e-04	0.00172	0.181
"Pop7"	-0.274	-0.413	-0.134	13.518	-4.135	0.000699	0.00172	0.086
"Fyn"	0.527	0.258	0.796	10.759	4.133	0.000702	0.00173	0.113
"Rnf168"	-0.402	-0.608	-0.197	8.258	-4.133	0.000702	0.00173	0.179
"Sh2d2a"	1.43	0.7	2.161	4.119	4.131	0.000705	0.00173	0.297
"Sv2a"	-0.832	-1.258	-0.407	12.37	-4.131	0.000705	0.00173	0.096
"Tmem132c"	-0.455	-0.688	-0.222	9.995	-4.13	0.000707	0.00174	0.183
"Cort"	0.636	0.311	0.962	7.522	4.129	0.000708	0.00174	0.076
"Ptpn18"	0.758	0.371	1.146	8.021	4.129	0.000709	0.00174	0.186
"Bcdin3d"	-0.306	-0.463	-0.15	10.203	-4.128	0.00071	0.00174	0.22
"Basp1"	-0.356	-0.538	-0.174	11.191	-4.128	0.000711	0.00175	0.129
"Auts2"	-0.509	-0.769	-0.249	7.655	-4.127	0.000711	0.00175	0.288
"Gabra1"	-1.27	-1.919	-0.62	6.908	-4.126	0.000713	0.00175	0.123
"Taf1c"	0.377	0.184	0.57	8.354	4.126	0.000713	0.00175	0.144
"Bag1"	0.32	0.156	0.483	13.075	4.125	0.000714	0.00175	0.163
"Trex1"	0.36	0.176	0.544	11.065	4.124	0.000716	0.00176	0.299
"Adgra3"	0.273	0.133	0.413	9.721	4.123	0.000717	0.00176	0.184
"Araf"	-0.242	-0.365	-0.118	9.607	-4.123	0.000718	0.00176	0.16
"LOC102555217"	-0.498	-0.753	-0.243	9.158	-4.122	0.000719	0.00176	0.104
"Asb8"	-0.246	-0.372	-0.12	9.386	-4.121	0.000721	0.00177	0.65
"Ramp3"	-0.566	-0.855	-0.276	11.057	-4.121	0.000721	0.00177	0.081
"Rspo3"	-0.91	-1.376	-0.444	8.138	-4.12	0.000723	0.00177	0.535
"Galt"	0.402	0.196	0.608	11.694	4.117	0.000726	0.00178	0.082
"Oas1a"	1.781	0.868	2.694	12.814	4.117	0.000727	0.00178	0.269
"S100a5"	1.522	0.742	2.303	3.042	4.116	0.000729	0.00179	0.187
"Zfp653"	-0.263	-0.398	-0.128	11.025	-4.114	0.000732	0.00179	0.125
"Birc2"	0.942	0.459	1.425	9.237	4.114	0.000732	0.00179	0.043
"Gbf1"	-0.276	-0.418	-0.134	8.523	-4.112	0.000735	0.0018	0.346
"Prr11"	2.018	0.982	3.054	3.273	4.112	0.000735	0.0018	0.152
"Nap1l4"	-0.419	-0.634	-0.204	11.693	-4.112	0.000735	0.0018	0.107
"Shkbp1"	0.461	0.224	0.698	11.321	4.111	0.000736	0.0018	0.178
"Fbxl19"	-0.398	-0.602	-0.193	6.646	-4.11	0.000738	0.00181	0.066
"Dock5"	-0.389	-0.589	-0.189	9.188	-4.109	0.000739	0.00181	0.146
"LOC300277"	-0.466	-0.705	-0.227	9.317	-4.108	0.000741	0.00181	0.311
"Rangrf"	-0.303	-0.459	-0.148	9.659	-4.108	0.000741	0.00181	0.09
"Supv3l1"	-0.267	-0.404	-0.13	9.928	-4.108	0.000742	0.00182	0.151
"Tspan31"	0.298	0.145	0.451	11.391	4.107	0.000742	0.00182	0.112
"Pex6"	-0.444	-0.673	-0.216	10.5	-4.104	0.000748	0.00183	0.066
"Slc26a4"	-0.782	-1.184	-0.38	5.477	-4.102	0.000751	0.00184	0.128
"Atg7"	0.641	0.311	0.971	9.886	4.101	0.000753	0.00184	0.338
"Zbtb47"	-0.453	-0.686	-0.22	8.102	-4.1	0.000754	0.00184	0.143
"Cops6"	-0.345	-0.522	-0.167	13.15	-4.099	0.000755	0.00185	0.064
"Taf1"	-0.336	-0.509	-0.163	6.777	-4.099	0.000756	0.00185	0.051
"Itga1"	1.404	0.681	2.128	13.126	4.098	0.000757	0.00185	0.131
"Ywhaz"	-0.389	-0.589	-0.189	13.349	-4.098	0.000758	0.00185	0.113
"Lhx4"	-1.112	-1.686	-0.539	3.877	-4.092	0.000766	0.00187	0.318
"LOC103690431"	0.25	0.121	0.378	13.794	4.093	0.000766	0.00187	0.079
"Olr1343"	0.811	0.393	1.229	6.615	4.092	0.000766	0.00187	0.13
"Atg5"	-0.28	-0.425	-0.136	9.694	-4.092	0.000767	0.00187	0.104
"Rpa2"	0.4	0.194	0.607	11.705	4.092	0.000768	0.00187	0.093
"Galm"	0.488	0.236	0.739	11.142	4.09	0.000771	0.00188	0.101
"Megf8"	-0.743	-1.126	-0.359	9.328	-4.089	0.000772	0.00188	0.139
"Lif"	-0.535	-0.811	-0.259	7.516	-4.088	0.000774	0.00189	0.266
"Tank"	-0.288	-0.437	-0.139	10.356	-4.087	0.000775	0.00189	0.318
"Lsm14a"	0.264	0.128	0.401	9.952	4.087	0.000775	0.00189	0.193
"Ccng2"	0.523	0.253	0.793	7.908	4.087	0.000775	0.00189	0.164
"Pcdh11x"	-1.452	-2.202	-0.702	3.979	-4.086	0.000777	0.0019	0.145
"Peg3"	-1.195	-1.813	-0.578	11.277	-4.085	0.000779	0.0019	0.095
"Bms1"	-0.243	-0.369	-0.117	12.997	-4.084	0.00078	0.0019	0.207
"Tusc2"	-0.276	-0.419	-0.133	11.531	-4.083	0.000781	0.0019	0.679
"Itgb3"	0.653	0.315	0.99	4.821	4.082	0.000784	0.00191	0.143
"Dgkz"	0.434	0.21	0.659	11.278	4.081	0.000785	0.00191	0.247
"Trpc5"	-1.486	-2.254	-0.717	3.065	-4.081	0.000785	0.00191	0.085
"Slc16a14"	-0.484	-0.735	-0.234	5.173	-4.079	0.00079	0.00192	0.077
"F2"	-1.021	-1.55	-0.493	4.92	-4.078	0.000791	0.00193	0.353
"Gabrg1"	-0.934	-1.417	-0.45	11.028	-4.077	0.000792	0.00193	0.127
"Bcar3"	0.495	0.239	0.752	6.376	4.077	0.000792	0.00193	0.099
"Fzr1"	0.598	0.288	0.907	8.57	4.076	0.000794	0.00193	0.089
"Elfn1"	-1.891	-2.87	-0.912	2.642	-4.076	0.000794	0.00193	0.177
"Rpp40"	0.386	0.186	0.585	9.196	4.076	0.000795	0.00193	0.137
"Heca"	0.316	0.152	0.479	8.318	4.074	0.000797	0.00194	0.2
"Sftpd"	1.417	0.683	2.152	5.058	4.074	0.000798	0.00194	0.294
"Zic5"	1.473	0.71	2.236	4.407	4.073	0.000798	0.00194	0.066
"Cobl"	-0.529	-0.803	-0.255	5.078	-4.072	8e-04	0.00195	0.165
"Oaz2"	-0.403	-0.612	-0.194	10.033	-4.07	0.000805	0.00196	0.1
"Sptb"	-1.119	-1.699	-0.538	6.063	-4.068	0.000808	0.00196	0.113
"LOC291863"	-1.009	-1.533	-0.485	1.635	-4.067	0.000809	0.00197	0.144
"Cyp2w1"	1.005	0.483	1.526	4.929	4.067	0.000809	0.00197	0.072
"Fcer2"	-1.228	-1.865	-0.59	4.122	-4.063	0.000817	0.00198	0.079
"Aspa"	-0.741	-1.126	-0.356	11.613	-4.063	0.000817	0.00198	0.165
"RGD1565495"	0.435	0.209	0.661	11.539	4.063	0.000817	0.00198	0.097
"Dhtkd1"	-0.632	-0.96	-0.303	7.122	-4.061	0.000819	0.00199	0.175
"Gucy1a2"	-1.126	-1.711	-0.54	6.058	-4.06	0.000821	0.00199	0.156
"Mepe"	-0.526	-0.799	-0.252	6.871	-4.059	0.000824	0.002	0.154
"Pdyn"	-0.593	-0.902	-0.285	11.346	-4.059	0.000824	0.002	0.133
"Zfp420"	-0.5	-0.761	-0.24	4.9	-4.058	0.000825	0.002	0.129
"Acbd5"	-0.397	-0.603	-0.19	10.379	-4.056	0.000829	0.00201	0.139
"Ica1l"	-2.305	-3.505	-1.106	3.753	-4.056	0.000829	0.00201	0.174
"RGD1304884"	-0.626	-0.952	-0.3	6.737	-4.055	0.000831	0.00201	0.103
"Rpl36"	0.308	0.148	0.468	15.188	4.055	0.000831	0.00202	0.491
"Abi1"	-0.214	-0.325	-0.102	10.935	-4.054	0.000834	0.00202	0.056
"Ube2g1"	-0.624	-0.95	-0.299	9.557	-4.052	0.000836	0.00203	0.079
"Ghrh"	-0.59	-0.898	-0.283	6.311	-4.051	0.000838	0.00203	0.144
"Gsto2"	-0.579	-0.881	-0.277	6.481	-4.051	0.000839	0.00203	0.078
"Cmpk1"	-0.509	-0.774	-0.244	10.285	-4.051	0.000839	0.00203	0.108
"Sf1"	0.438	0.21	0.666	7.441	4.05	0.00084	0.00203	0.079
"Tbx1"	1.246	0.596	1.895	2.713	4.049	0.000841	0.00204	0.106
"LOC500684"	0.394	0.189	0.599	7.755	4.048	0.000844	0.00204	0.52
"Qpctl"	-0.295	-0.448	-0.141	12.257	-4.046	0.000847	0.00205	0.099
"Fut11"	0.49	0.234	0.746	6.346	4.046	0.000847	0.00205	0.261
"Ing3"	-0.325	-0.495	-0.156	7.885	-4.046	0.000848	0.00205	0.092
"Tmem33"	-0.327	-0.497	-0.156	11.158	-4.045	0.000849	0.00206	0.178
"Ddah1"	-0.553	-0.842	-0.264	10.865	-4.045	0.00085	0.00206	0.095
"Leo1"	-0.316	-0.481	-0.151	11.877	-4.045	0.00085	0.00206	0.299
"Stbd1"	0.527	0.252	0.802	7.269	4.044	0.000851	0.00206	0.391
"Sap18"	0.248	0.118	0.377	13.011	4.042	0.000855	0.00207	0.273
"Dhrsx"	0.23	0.11	0.351	12.828	4.041	0.000856	0.00207	0.14
"F11r"	0.575	0.275	0.876	10.129	4.04	0.000858	0.00207	0.096
"Sdhd"	-0.242	-0.368	-0.115	14.895	-4.04	0.000858	0.00208	0.073
"Pde8a"	-0.535	-0.814	-0.255	7.124	-4.04	0.000858	0.00208	0.281
"Pigw"	-0.403	-0.614	-0.192	9.198	-4.039	0.000859	0.00208	0.244
"Plekhf1"	-0.512	-0.78	-0.245	9.503	-4.038	0.000861	0.00208	0.093
"LOC100361240"	0.181	0.087	0.276	16.117	4.038	0.000862	0.00208	0.195
"Ankrd42"	-0.402	-0.612	-0.192	9.79	-4.037	0.000864	0.00209	0.142
"Mypn"	1.058	0.505	1.611	4.643	4.037	0.000864	0.00209	0.259
"Ssr3"	0.21	0.1	0.319	10.757	4.037	0.000864	0.00209	0.112
"Rad50"	0.44	0.21	0.67	7.897	4.037	0.000864	0.00209	0.085
"Taf10"	0.263	0.126	0.401	12.639	4.037	0.000865	0.00209	0.072
"Psen1"	0.502	0.239	0.764	10.404	4.036	0.000866	0.00209	0.075
"Smpdl3b"	0.53	0.253	0.807	7.542	4.036	0.000866	0.00209	0.133
"Wasl"	-0.567	-0.864	-0.27	7.906	-4.035	0.000867	0.00209	0.155
"Evc"	0.793	0.378	1.208	6.191	4.035	0.000868	0.0021	0.094
"Rapgef1"	0.372	0.177	0.566	7.304	4.034	0.000869	0.0021	0.067
"Pitpnm3"	-0.589	-0.897	-0.281	4.272	-4.033	0.000872	0.0021	0.147
"Cdyl"	0.597	0.284	0.909	6.349	4.032	0.000872	0.0021	0.108
"Tle2"	-0.464	-0.707	-0.221	11.019	-4.032	0.000873	0.00211	0.109
"Obp1f"	-0.857	-1.306	-0.408	2.679	-4.031	0.000876	0.00211	0.129
"Mid1ip1"	-0.383	-0.584	-0.182	14.664	-4.03	0.000877	0.00211	0.106
"Ttc9"	-0.481	-0.734	-0.229	7.684	-4.029	0.000879	0.00212	0.121
"Mastl"	0.969	0.461	1.477	5.633	4.027	0.000882	0.00213	0.111
"Olr828"	-0.83	-1.265	-0.395	4.228	-4.027	0.000883	0.00213	0.19
"Zbtb4"	-0.365	-0.556	-0.174	6.989	-4.026	0.000884	0.00213	0.568
"Arid5b"	0.648	0.308	0.987	7.325	4.026	0.000885	0.00213	0.286
"Inhba"	-0.65	-0.991	-0.309	9.779	-4.025	0.000887	0.00214	0.091
"Hsh2d"	1.483	0.705	2.261	4.561	4.025	0.000887	0.00214	0.337
"Pias2"	-0.521	-0.795	-0.248	9.805	-4.023	0.00089	0.00214	0.082
"Ube4a"	-0.337	-0.513	-0.16	14.18	-4.023	0.00089	0.00214	0.224
"Olr854"	-1.117	-1.704	-0.531	1.804	-4.022	0.000892	0.00215	0.058
"Slc16a3"	2.364	1.124	3.605	11.78	4.022	0.000892	0.00215	0.102
"Pcdh19"	-0.419	-0.639	-0.199	10.872	-4.022	0.000893	0.00215	0.119
"Tbc1d23"	0.521	0.248	0.794	11.328	4.022	0.000893	0.00215	0.094
"Vps18"	0.53	0.252	0.808	9.265	4.022	0.000893	0.00215	0.089
"Irf6"	-0.787	-1.2	-0.374	3.513	-4.021	0.000894	0.00215	0.082
"Pde6d"	-0.493	-0.752	-0.234	12.166	-4.021	0.000894	0.00215	0.116
"Ppm1a"	-0.367	-0.56	-0.174	8.219	-4.019	0.000897	0.00216	0.058
"Arhgap29"	0.544	0.258	0.83	6.633	4.019	0.000899	0.00216	0.625
"RGD1559575"	2.494	1.184	3.804	3.751	4.019	0.000899	0.00216	0.167
"Dscam"	-0.65	-0.992	-0.309	8.446	-4.018	0.000899	0.00216	0.085
"Stat4"	1.382	0.656	2.109	4.056	4.018	9e-04	0.00216	0.467
"Tinagl1"	0.808	0.383	1.232	6.89	4.018	9e-04	0.00216	0.151
"Ccdc47"	-0.712	-1.085	-0.338	10.03	-4.018	9e-04	0.00216	0.168
"Rbms3"	-0.531	-0.811	-0.252	8.239	-4.017	0.000903	0.00217	0.149
"Bckdk"	0.483	0.229	0.736	11.411	4.015	0.000906	0.00218	0.174
"Adamtsl2"	-0.529	-0.807	-0.251	9.113	-4.014	0.000907	0.00218	0.124
"Gng11"	0.731	0.346	1.116	11.393	4.011	0.000913	0.00219	0.095
"Esrrg"	-2.106	-3.215	-0.998	3.323	-4.01	0.000915	0.0022	0.127
"Sytl5"	-1.079	-1.648	-0.511	6.178	-4.01	0.000916	0.0022	0.151
"Gja10"	-0.614	-0.938	-0.291	4.252	-4.01	0.000916	0.0022	0.46
"Dpy30"	-0.281	-0.429	-0.133	12.321	-4.009	0.000918	0.0022	0.19
"Art4"	-0.685	-1.045	-0.324	5.846	-4.008	0.00092	0.00221	0.404
"Spta1"	0.6	0.284	0.916	8.823	4.007	0.000921	0.00221	0.201
"Col9a3"	0.39	0.185	0.596	9.875	4.007	0.000922	0.00221	0.066
"Fxr1"	-0.33	-0.504	-0.156	10.278	-4.005	0.000925	0.00222	0.603
"RGD1564400"	-0.365	-0.557	-0.172	11.944	-4.005	0.000926	0.00222	0.116
"Cyp2j10"	-0.863	-1.319	-0.408	8.681	-4.005	0.000927	0.00222	0.1
"Tmem104"	0.387	0.183	0.592	7.873	4.004	0.000928	0.00222	0.615
"Syt4"	-0.738	-1.128	-0.349	10.059	-4.004	0.000928	0.00222	0.095
"Ogfod2"	-0.355	-0.543	-0.168	7.853	-4.004	0.000928	0.00222	0.143
"Tnfsf10"	0.815	0.386	1.245	3.93	4.004	0.000929	0.00222	0.126
"Mgmt"	0.546	0.258	0.833	11.591	4.003	0.000929	0.00222	0.178
"Tdrd3"	-0.379	-0.579	-0.179	8.192	-4.003	0.00093	0.00223	0.216
"Gjd4"	0.687	0.325	1.049	9.192	4.003	0.000931	0.00223	0.337
"Il2rb"	0.782	0.37	1.195	6.551	4.001	0.000933	0.00223	0.803
"Nipa1"	-0.655	-1.001	-0.309	10.619	-4.001	0.000934	0.00224	0.092
"Pam"	-0.317	-0.485	-0.15	13.911	-4	0.000935	0.00224	0.2
"Ints10"	0.449	0.212	0.686	9.69	3.999	0.000938	0.00224	0.274
"Gpr63"	1.188	0.561	1.814	3.325	3.999	0.000938	0.00224	0.067
"Nxf2"	-0.843	-1.288	-0.398	4.699	-3.998	0.00094	0.00225	0.112
"Cyp11b1"	-2.005	-3.064	-0.946	4.577	-3.997	0.000941	0.00225	0.38
"Tex9"	-0.376	-0.574	-0.177	13.975	-3.996	0.000944	0.00226	0.133
"Ebf2"	-1.051	-1.607	-0.496	4.852	-3.996	0.000944	0.00226	0.123
"Shprh"	-0.531	-0.811	-0.25	7.733	-3.996	0.000944	0.00226	0.186
"Dnajc30"	0.386	0.182	0.59	6.09	3.994	0.000948	0.00226	0.194
"Slc23a2"	0.392	0.185	0.6	5.839	3.994	0.000948	0.00226	0.105
"Dalrd3"	-0.319	-0.488	-0.151	11.405	-3.993	0.000949	0.00227	0.342
"Mcrs1"	0.61	0.288	0.933	9.167	3.992	0.000953	0.00228	0.097
"Stk25"	-0.463	-0.708	-0.218	10.342	-3.989	0.000959	0.00229	0.06
"Cryab"	-0.612	-0.936	-0.288	16.872	-3.987	0.000962	0.0023	0.439
"Pdcd4"	-0.935	-1.43	-0.44	11.227	-3.987	0.000963	0.0023	0.527
"Rpl14"	0.35	0.164	0.535	17.433	3.984	0.000969	0.00231	0.601
"Susd2"	-0.77	-1.178	-0.362	9.072	-3.983	0.00097	0.00231	0.508
"Cahm"	-0.576	-0.881	-0.271	8.79	-3.982	0.000973	0.00232	0.466
