Ddx60	2.22e-11
Iqcb1	2.26e-11
LOC102546864	2.26e-11
Gldn	2.33e-11
Oma1	2.4e-11
Mertk	2.44e-11
Nhlrc3	2.51e-11
Phactr3	2.51e-11
Klf6	2.52e-11
Clec4a1	2.55e-11
Prdm1	2.57e-11
Frk	2.58e-11
Grm3	2.69e-11
Nr0b2	2.71e-11
Map4k1	2.72e-11
Il10rb	2.8e-11
Rgs10	2.91e-11
Ndufs4	2.92e-11
Mast4	3,00E-11
Tnnt1	3.17e-11
Pttg1ip	3.27e-11
Marveld1	3.28e-11
Serping1	3.31e-11
Emp1	3.33e-11
Rhebl1	3.35e-11
Ahnak	3.4e-11
Lgals3	3.56e-11
Epb41	3.58e-11
Frrs1	3.62e-11
Hgd	3.85e-11
Ifitm3	3.85e-11
Pld3	3.94e-11
Il18bp	3.95e-11
Stxbp2	3.97e-11
Dse	4.04e-11
Nlrc4	4.17e-11
Steap1	4.17e-11
Lipa	4.26e-11
Man2a1	4.24e-11
Stab1	4.25e-11
Fgl2	4.27e-11
Wwtr1	4.28e-11
Podnl1	4.37e-11
Hcls1	4.48e-11
Fgd2	4.56e-11
Parp3	4.61e-11
Tap1	4.66e-11
Nlrp3	5.03e-11
Slc2a5	5.02e-11
Slc9a6	5.16e-11
Calhm2	5.19e-11
Parp9	5.25e-11
Dcxr	5.28e-11
Tfpi2	5.44e-11
Itgal	5.48e-11
Inpp5d	5.64e-11
Kif22	5.67e-11
Bard1	5.79e-11
Cd276	5.78e-11
Crtap	5.8e-11
Npc2	5.99e-11
Psmb8	6.07e-11
RT1-CE1	6.11e-11
Acss2	6.15e-11
Olr1375	6.27e-11
Zfp217	6.34e-11
Tp53	6.36e-11
RGD1565695	6.38e-11
Trpv2	6.6e-11
Plek	6.69e-11
Ccl6	6.75e-11
Hdac11	6.76e-11
Mxd3	6.77e-11
Irf1	6.85e-11
LOC686180	6.91e-11
LOC681382	6.95e-11
Kcna2	7.1e-11
RragB	7.1e-11
Cmtm7	7.19e-11
Loxl3	7.21e-11
Tmem140	7.24e-11
Zc3hav1	7.43e-11
Ccnb2	7.59e-11
Tes	7.61e-11
Ifitm7	7.67e-11
Ccdc93	7.77e-11
Ets1	7.79e-11
Oplah	7.81e-11
Ankrd33b	7.92e-11
Cd84	8.05e-11
Fdft1	8.12e-11
Fkbp10	8.13e-11
Osmr	8.21e-11
Acyp1	8.23e-11
Rnf180	8.26e-11
Pdlim2	8.44e-11
F10	8.46e-11
Gpr84	8.66e-11
Ppp2r2b	8.81e-11
Plscr1	8.83e-11
Hsd17b7	8.96e-11
Lpp	8.99e-11
Stx11	9.11e-11
Kcnk6	9.35e-11
Pik3cg	9.34e-11
Tagln2	9.32e-11
Pilra	9.39e-11
Ier2	9.71e-11
Casp12	9.89e-11
Nek6	1.01e-10
S100a3	1,00E-10
S1pr2	1.01e-10
Mlxipl	1.01e-10
Nab2	1.01e-10
Srr	1.02e-10
Rac2	1.03e-10
Fa2h	1.04e-10
Crlf2	1.05e-10
Sh3tc1	1.06e-10
Bcat2	1.07e-10
Plekha4	1.09e-10
Dcn	1.1e-10
Renbp	1.11e-10
Klhl8	1.12e-10
Ascc2	1.12e-10
Dhcr24	1.13e-10
Nicn1	1.14e-10
Arhgap30	1.16e-10
Dcun1d4	1.17e-10
Set	1.18e-10
Msc	1.19e-10
Tmem86a	1.2e-10
Cenpt	1.23e-10
Mmp14	1.23e-10
Pkmyt1	1.24e-10
Espl1	1.26e-10
Cks2	1.27e-10
Bcl2l11	1.28e-10
RT1-CE12	1.29e-10
Omg	1.32e-10
Sbno2	1.33e-10
LOC308990	1.34e-10
Cd72	1.34e-10
Ccdc15	1.35e-10
Wnt4	1.37e-10
Mapk13	1.41e-10
Crisp1	1.42e-10
Tspan9	1.43e-10
Anxa2	1.44e-10
Cd109	1.44e-10
Bst1	1.45e-10
Casp4	1.48e-10
Fosl2	1.49e-10
St3gal1	1.5e-10
Gpx3	1.58e-10
Bri3bp	1.59e-10
Pip4k2a	1.6e-10
Slc36a3	1.63e-10
Cmklr1	1.64e-10
Slc39a8	1.64e-10
Fam107a	1.65e-10
Ccr1	1.65e-10
Gpc5	1.66e-10
Mmp12	1.66e-10
RT1-A2	1.68e-10
RT1-CE7	1.7e-10
Aldh1a2	1.7e-10
Pycard	1.71e-10
Nrxn2	1.72e-10
H19	1.74e-10
Hspb1	1.77e-10
Limd2	1.78e-10
Diaph3	1.81e-10
Olfml3	1.82e-10
Duoxa1	1.85e-10
Wdr47	1.9e-10
Il18	1.93e-10
Maf	1.94e-10
Zfp36l2	1.95e-10
Slc22a18	2.03e-10
Gns	2.03e-10
Psd3	2.04e-10
Abcc3	2.06e-10
Csf2rb	2.06e-10
Angptl8	2.06e-10
Ngfr	2.06e-10
Fcnb	2.07e-10
Birc3	2.1e-10
Irf9	2.12e-10
Gabrd	2.17e-10
Cuedc2	2.18e-10
Abi3	2.21e-10
Rab20	2.23e-10
Hsf4	2.26e-10
Cnr2	2.26e-10
Sfxn4	2.28e-10
Ninj1	2.28e-10
Fbxo9	2.29e-10
Kctd12	2.32e-10
Trhde	2.32e-10
Myl2	2.33e-10
Lrrc4c	2.33e-10
Dok1	2.35e-10
Gnb5	2.35e-10
Mxd4	2.37e-10
Prkab1	2.38e-10
Homer3	2.39e-10
Gpx7	2.4e-10
Anxa7	2.45e-10
Irak4	2.44e-10
Slc12a7	2.44e-10
Tnc	2.44e-10
Col7a1	2.46e-10
Bri3	2.48e-10
Cx3cr1	2.47e-10
Nxph1	2.51e-10
Apbb1ip	2.53e-10
Usp46	2.54e-10
Gpr37	2.56e-10
Ezr	2.58e-10
Snai1	2.59e-10
Fasn	2.6e-10
Tmem179b	2.6e-10
Arsb	2.62e-10
Axl	2.63e-10
Anxa5	2.66e-10
Mxra8	2.7e-10
Inha	2.76e-10
Spp1	2.83e-10
Parvg	2.86e-10
Stat6	2.88e-10
Mlph	2.89e-10
Slc26a11	2.94e-10
Fas	2.97e-10
Rpl22	3,00E-10
Vat1	2.99e-10
Sdad1	3.01e-10
Igsf6	3.02e-10
Ikbkb	3.03e-10
Isy1	3.05e-10
Lcmt1	3.05e-10
Mgst3	3.05e-10
Pnpla7	3.05e-10
Crb3	3.11e-10
Hist1h4b	3.13e-10
Cds1	3.14e-10
Uap1l1	3.15e-10
Necap2	3.18e-10
Trim69	3.23e-10
Ogfrl1	3.28e-10
Hmgcr	3.3e-10
Gas7	3.34e-10
Lgals3bp	3.34e-10
Tmem131l	3.38e-10
Stk4	3.39e-10
Kif20a	3.44e-10
Cd4	3.47e-10
Clec4d	3.46e-10
LOC685108	3.47e-10
Nlgn1	3.46e-10
Ttk	3.49e-10
Itga4	3.57e-10
LOC501280	3.62e-10
Ube2v2	3.62e-10
Kcnj5	3.64e-10
Pfn2	3.74e-10
Itih1	3.76e-10
Lasp1	3.85e-10
Aim2	3.86e-10
Ppp2r5e	3.86e-10
Trim55	3.89e-10
Acsl1	3.95e-10
Slc36a2	3.95e-10
Neto2	3.99e-10
Myd88	4.11e-10
Nkrf	4.11e-10
Zfp365	4.13e-10
Dbr1	4.22e-10
Ifngr2	4.28e-10
Ablim3	4.32e-10
Ppp1r14c	4.34e-10
Tnfsf12	4.34e-10
Ect2	4.37e-10
RGD1561149	4.41e-10
Rhbg	4.47e-10
Nagk	4.51e-10
Map3k14	4.58e-10
RGD1561444	4.63e-10
Nme4	4.67e-10
Pfn1	4.68e-10
Eaf1	4.73e-10
Bik	4.76e-10
Apoc1	4.84e-10
Sla	4.84e-10
Thbs4	4.86e-10
Slco2a1	4.87e-10
Snap47	4.9e-10
Cav3	4.93e-10
Myo18b	4.93e-10
Mapkapk2	4.97e-10
Plagl2	4.97e-10
Lama4	5.02e-10
Cxcr4	5.08e-10
Grem2	5.11e-10
RGD1305347	5.17e-10
Eif1b	5.19e-10
Klhdc1	5.2e-10
Ttc19	5.24e-10
Abhd1	5.28e-10
LOC500205	5.27e-10
Rogdi	5.28e-10
Vegfa	5.31e-10
Osr1	5.34e-10
Casp7	5.39e-10
Rnf14	5.4e-10
Ttll7	5.4e-10
Ppp1r14b	5.45e-10
Pja2	5.47e-10
Ece1	5.56e-10
Ccrl2	5.6e-10
Lamc1	5.61e-10
Tapbp	5.62e-10
Il12a	5.65e-10
Igfbp4	5.71e-10
Raph1	5.78e-10
Tln1	5.79e-10
B3gnt7	5.84e-10
Atad2	5.89e-10
Hlx	5.94e-10
Mcm3	6.01e-10
Aldh2	6.04e-10
Ndst2	6.07e-10
Atp7a	6.08e-10
Fbxw4	6.13e-10
Acsl6	6.16e-10
Procr	6.17e-10
Fbn1	6.22e-10
ND5	6.26e-10
Rai14	6.28e-10
Il21r	6.3e-10
Akna	6.39e-10
Lat2	6.39e-10
Nfya	6.43e-10
Sgk1	6.49e-10
Unc13c	6.48e-10
Ptbp1	6.51e-10
Mylip	6.55e-10
Cenpa	6.58e-10
Siglec10	6.61e-10
Rhod	6.63e-10
Fgf14	6.67e-10
Erap1	6.69e-10
Dynll2	6.75e-10
Col5a2	6.77e-10
LOC685069	6.77e-10
Hk2	6.86e-10
Dsc2	6.93e-10
Tnni2	6.94e-10
Aga	6.96e-10
Ssbp2	6.97e-10
Ccnb1	7.02e-10
Ostf1	7.02e-10
Sox4	7.04e-10
Loxl2	7.06e-10
Nckap1	7.09e-10
Parp1	7.1e-10
Mobp	7.13e-10
Dscc1	7.2e-10
Mgst2	7.24e-10
Osr2	7.24e-10
Plek2	7.24e-10
Tlcd1	7.32e-10
LOC100360244	7.37e-10
Tspyl2	7.38e-10
Lmo2	7.41e-10
Tnpo1	7.44e-10
Fzd9	7.47e-10
LOC503452	7.47e-10
Hebp1	7.5e-10
Igfbp3	7.57e-10
Man2b1	7.65e-10
Arhgap18	7.71e-10
Tgm2	7.84e-10
Bmp7	7.86e-10
Calm2	7.98e-10
Rcn3	8.01e-10
Ecsit	8.24e-10
Nppc	8.3e-10
Pdpn	8.31e-10
Osgin1	8.33e-10
Filip1	8.43e-10
Csf3r	8.47e-10
Prtn3	8.52e-10
Tet1	8.56e-10
Dlgap3	8.61e-10
Fam20c	8.63e-10
Susd1	8.82e-10
Lpl	8.86e-10
Pgm2	8.89e-10
Aspm	8.94e-10
Cd300lf	8.98e-10
Tdrkh	9,00E-10
Fndc3b	9.05e-10
Itfg1	9.2e-10
Adh1	9.29e-10
Rps12	9.37e-10
Fundc2	9.45e-10
Hagh	9.44e-10
Zbp1	9.45e-10
Lrrc49	9.5e-10
Cryzl1	9.62e-10
Meis3	9.61e-10
Sipa1	9.61e-10
Git2	9.77e-10
Fhl2	9.82e-10
Sirt3	9.91e-10
Kcng4	9.96e-10
Trim2	1,00E-09
RGD1559516	1.01e-09
RGD1566292	1.02e-09
Ucma	1.02e-09
Myh9	1.03e-09
Ass1	1.04e-09
Mrps28	1.04e-09
Tm2d1	1.04e-09
Plxnb2	1.04e-09
Dnajc12	1.05e-09
Alpk3	1.05e-09
Olfm2	1.06e-09
Dpp10	1.06e-09
Rap1b	1.06e-09
Shmt1	1.08e-09
Fn1	1.08e-09
Sphk1	1.09e-09
Lrp10	1.09e-09
B2m	1.1e-09
Parp2	1.11e-09
LOC503340	1.12e-09
Mfsd6	1.12e-09
Cped1	1.13e-09
Rab40b	1.14e-09
Map1a	1.16e-09
LOC689668	1.17e-09
Cr1l	1.18e-09
Cdca2	1.19e-09
Arf3	1.19e-09
Mmp23	1.2e-09
Bnip2	1.21e-09
Hmox2	1.21e-09
Neurod6	1.23e-09
Uqcrc2	1.24e-09
Thbd	1.24e-09
Ank3	1.25e-09
Serpinh1	1.24e-09
Tox	1.24e-09
Mogat1	1.26e-09
Sh3gl2	1.25e-09
Pla1a	1.27e-09
Vps54	1.27e-09
MGC108823	1.27e-09
Kif2c	1.28e-09
Mblac2	1.29e-09
Slc25a14	1.29e-09
Cebpa	1.3e-09
Arhgap11a	1.31e-09
Tmed3	1.32e-09
Bax	1.32e-09
Ucp2	1.32e-09
Sema3c	1.33e-09
Ptpn2	1.33e-09
Gabarap	1.34e-09
Map7d2	1.34e-09
Ccl7	1.37e-09
Pank1	1.39e-09
Btg1	1.4e-09
Fgf12	1.41e-09
Pgghg	1.41e-09
Tradd	1.42e-09
Mdc1	1.44e-09
Chn1	1.45e-09
Ltbp2	1.45e-09
Ctse	1.46e-09
Cdk4	1.46e-09
Tmem14a	1.47e-09
Ndufs7	1.47e-09
Gabarapl1	1.48e-09
Mapre3	1.49e-09
Impact	1.5e-09
LOC498368	1.52e-09
Galnt13	1.52e-09
Ms4a7	1.53e-09
Jtb	1.54e-09
RGD1565566	1.54e-09
Olr1413	1.55e-09
Eaf2	1.55e-09
Fdps	1.56e-09
Pou2f2	1.6e-09
Arc	1.61e-09
Asah1	1.63e-09
Bub1	1.64e-09
Col5a1	1.65e-09
Sst	1.71e-09
Cd180	1.72e-09
Map3k1	1.72e-09
RT1-Cl	1.73e-09
Dzip1	1.74e-09
Rps2	1.77e-09
Timm8b	1.77e-09
Lysmd1	1.78e-09
RGD1311899	1.78e-09
Zfp36	1.78e-09
Megf6	1.8e-09
Pofut2	1.84e-09
Cacnb2	1.85e-09
Hoxd1	1.85e-09
Nuf2	1.85e-09
Rhbdl1	1.85e-09
Kif18a	1.87e-09
Psap	1.87e-09
Igf2r	1.88e-09
Adamts2	1.88e-09
Aldh3a1	1.89e-09
Pttg1	1.9e-09
Cyp4x1	1.9e-09
Trim63	1.92e-09
Inmt	1.93e-09
Ccdc65	1.97e-09
Lama2	1.98e-09
Gmcl1	1.99e-09
Dnase1l1	2,00E-09
Pdcd11	2.01e-09
Zfat	2.02e-09
Rps4x	2.03e-09
Slc5a11	2.03e-09
Hpdl	2.03e-09
Kdelr3	2.03e-09
Naaa	2.03e-09
Prrx1	2.05e-09
Rabgap1l	2.06e-09
Hhatl	2.06e-09
Epcam	2.07e-09
Ier5	2.08e-09
Ppfibp1	2.1e-09
Sema4g	2.11e-09
Pdzd8	2.12e-09
Ucn	2.12e-09
Pcdh8	2.14e-09
Rnf24	2.16e-09
Ankrd46	2.19e-09
Trim34	2.21e-09
Cpxm1	2.21e-09
Adap2	2.22e-09
Dync1li2	2.24e-09
Nt5dc2	2.27e-09
Pld4	2.28e-09
Ranbp6	2.31e-09
Hamp	2.32e-09
Ncr3	2.32e-09
Paqr3	2.36e-09
Lmbrd1	2.37e-09
Pfkm	2.38e-09
Slc13a5	2.38e-09
Mrps36	2.38e-09
Il10ra	2.41e-09
Serinc2	2.41e-09
Dclk3	2.42e-09
Plcb4	2.43e-09
Kifc1	2.43e-09
Nfatc4	2.44e-09
Nkiras1	2.44e-09
LOC311687	2.44e-09
Efhc1	2.45e-09
Dnai2	2.45e-09
Htr7	2.47e-09
Mfap4	2.47e-09
S1pr1	2.48e-09
Dynlt1	2.48e-09
Pold4	2.49e-09
Adrb2	2.51e-09
Lrrc37a	2.52e-09
Mrpl47	2.52e-09
Phf10	2.52e-09
Tnnc2	2.52e-09
Arpc5	2.53e-09
Pla2g15	2.53e-09
Pstpip1	2.53e-09
Acbd7	2.54e-09
Ppp4r1	2.55e-09
Ncoa3	2.56e-09
Ptk7	2.56e-09
Pxn	2.56e-09
Adam15	2.6e-09
Aif1l	2.6e-09
Bnip3	2.61e-09
Sash3	2.61e-09
Eif5a2	2.63e-09
Hmgb2	2.63e-09
Pik3cd	2.63e-09
Nrp1	2.64e-09
Ehbp1l1	2.65e-09
Agmat	2.65e-09
Ndufs5	2.66e-09
Slc25a24	2.67e-09
Kifap3	2.68e-09
Fam71f1	2.72e-09
Ubl7	2.74e-09
Dpagt1	2.77e-09
Kcnab1	2.78e-09
Shank3	2.78e-09
Il4i1	2.78e-09
Ccnf	2.79e-09
Cdc42se1	2.8e-09
Dgkb	2.8e-09
Lgals1	2.8e-09
RT1-CE5	2.8e-09
Wif1	2.79e-09
Ltbr	2.82e-09
Atp6v0d2	2.86e-09
Mmp11	2.87e-09
Actr1b	2.9e-09
Faim2	2.9e-09
Ndufa4	2.91e-09
Psme3	2.93e-09
B3galt2	2.94e-09
RGD1309049	2.97e-09
Slc10a3	2.98e-09
Cyfip2	2.98e-09
Igsf21	2.99e-09
Moap1	2.99e-09
Vamp1	3.01e-09
Rnf217	3.01e-09
Scnn1b	3.03e-09
Zfp36l1	3.06e-09
Cotl1	3.07e-09
Trip10	3.08e-09
Cdkn1a	3.1e-09
Cnot6l	3.1e-09
Hnmt	3.1e-09
Slc12a9	3.1e-09
Txndc17	3.11e-09
Mark1	3.12e-09
Pram1	3.13e-09
Abcg3l2	3.13e-09
Lrrc17	3.13e-09
Cdadc1	3.15e-09
Dnajc6	3.16e-09
Spryd3	3.16e-09
B3gat2	3.17e-09
Dhx30	3.17e-09
Ndufb10	3.19e-09
Armcx3	3.19e-09
Mif4gd	3.2e-09
Ndufa6	3.21e-09
Slc38a6	3.21e-09
Plod1	3.23e-09
Reep4	3.28e-09
