"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Arid2"	0.262	0.092	0.432	10.792	3.246	0.00478	0.0119	0.535
"Fn3krp"	-0.404	-0.666	-0.141	9.109	-3.246	0.00478	0.0119	0.153
"Vipr1"	2.287	0.799	3.774	3.155	3.244	0.0048	0.0119	0.19
"Htra1"	-0.599	-0.989	-0.209	14.237	-3.243	0.00481	0.012	0.27
"Abcf3"	-0.416	-0.687	-0.145	10.882	-3.241	0.00483	0.012	0.162
"Sh2d2a"	1.307	0.456	2.159	4.119	3.24	0.00484	0.012	0.103
"Wasl"	-0.53	-0.876	-0.185	7.906	-3.24	0.00484	0.012	0.076
"Cask"	0.238	0.083	0.394	8.88	3.238	0.00486	0.0121	0.892
"Gapvd1"	0.358	0.125	0.592	11.019	3.237	0.00487	0.0121	0.266
"Hoxd3"	-0.465	-0.768	-0.162	5.032	-3.236	0.00488	0.0121	0.231
"Gnb2"	0.476	0.166	0.787	13.521	3.236	0.00489	0.0121	0.521
"Upf3b"	-0.275	-0.454	-0.096	11.382	-3.235	0.0049	0.0122	0.43
"Jak3"	0.377	0.131	0.623	11.268	3.234	0.00491	0.0122	0.051
"LOC316717"	-0.981	-1.622	-0.341	8.216	-3.233	0.00492	0.0122	0.201
"Mrpl48"	-0.299	-0.494	-0.104	14.906	-3.23	0.00494	0.0123	0.135
"Klrc3"	1.772	0.614	2.929	3.486	3.23	0.00494	0.0123	0.243
"Tnfsf14"	1.111	0.385	1.837	4.66	3.23	0.00495	0.0123	0.239
"Krtap3-2"	-0.321	-0.53	-0.111	9.114	-3.229	0.00495	0.0123	0.167
"Krtap3-3"	-0.321	-0.53	-0.111	9.114	-3.229	0.00495	0.0123	0.141
"Tmem69"	-0.439	-0.726	-0.152	6.795	-3.228	0.00496	0.0123	0.193
"Gjb2"	1.537	0.532	2.542	13.725	3.227	0.00497	0.0123	0.099
"Chn2"	-0.458	-0.758	-0.159	9.155	-3.227	0.00498	0.0123	0.071
"Nrap"	-0.528	-0.874	-0.183	9.052	-3.227	0.00498	0.0123	0.104
"Syt7"	-1.304	-2.157	-0.451	4.93	-3.227	0.00498	0.0124	0.098
"Esrrg"	-1.974	-3.266	-0.683	3.323	-3.226	0.00498	0.0124	0.424
"Gmppa"	0.469	0.162	0.776	6.968	3.226	0.00499	0.0124	0.159
"Klhl30"	0.496	0.171	0.82	10.209	3.225	0.005	0.0124	0.374
"Gpr141"	1.625	0.561	2.689	3.322	3.223	0.00502	0.0124	0.188
"Adcy6"	0.376	0.13	0.623	8.667	3.223	0.00502	0.0124	0.376
"Dtna"	-0.558	-0.924	-0.193	7.433	-3.222	0.00503	0.0125	0.278
"Klhl17"	-0.531	-0.879	-0.183	8.13	-3.222	0.00503	0.0125	0.101
"Ercc1"	-0.232	-0.384	-0.08	11.522	-3.221	0.00504	0.0125	0.583
"Macf1"	0.274	0.095	0.454	11.004	3.221	0.00504	0.0125	0.062
"Sh3glb2"	-0.607	-1.005	-0.209	13.204	-3.22	0.00505	0.0125	0.075
"Chchd2"	-0.19	-0.314	-0.065	16.321	-3.22	0.00506	0.0125	0.385
"Bzw1"	0.34	0.117	0.564	11.716	3.219	0.00506	0.0125	0.103
"Ddx46"	0.385	0.132	0.637	10.31	3.219	0.00507	0.0125	0.348
"Mark2"	0.283	0.097	0.468	12.837	3.218	0.00507	0.0126	0.23
"Upk1a"	-1.01	-1.672	-0.347	3.196	-3.216	0.00509	0.0126	0.372
"Ppm1e"	-0.836	-1.384	-0.287	7.535	-3.216	0.00509	0.0126	0.425
"Tm2d2"	-0.292	-0.483	-0.1	14.445	-3.216	0.00509	0.0126	0.134
"Herc6"	1.37	0.471	2.269	7.887	3.216	0.0051	0.0126	0.675
"Hoxc10"	-1.661	-2.751	-0.57	7.336	-3.214	0.00512	0.0127	0.128
"Etv4"	-0.564	-0.934	-0.193	7.391	-3.214	0.00512	0.0127	0.556
"Afap1l2"	0.802	0.275	1.329	7.321	3.214	0.00512	0.0127	0.488
"Pak1ip1"	0.449	0.154	0.744	8.212	3.212	0.00514	0.0127	0.252
"LOC366355"	0.837	0.287	1.386	9.303	3.212	0.00514	0.0127	0.754
"Nucks1"	0.304	0.104	0.504	11.927	3.212	0.00514	0.0127	1.345
"Ccdc68"	-0.894	-1.482	-0.307	6.667	-3.211	0.00515	0.0127	0.152
"Ace"	-0.946	-1.568	-0.324	6.674	-3.211	0.00516	0.0127	0.188
"Gpr88"	0.896	0.307	1.485	7.426	3.21	0.00516	0.0127	0.65
"Cir1"	-0.212	-0.351	-0.073	10.649	-3.208	0.00518	0.0128	0.082
"Cd24"	0.781	0.267	1.296	13.091	3.208	0.00518	0.0128	0.106
"Lgi4"	0.458	0.157	0.76	14.291	3.208	0.00518	0.0128	0.059
"Rps3"	0.253	0.087	0.42	15.762	3.207	0.00519	0.0128	0.19
"Gpr63"	1.11	0.379	1.84	3.325	3.207	0.00519	0.0128	0.124
"Ptpn4"	-0.318	-0.528	-0.109	8.612	-3.207	0.0052	0.0128	0.098
"Rcc2"	0.618	0.211	1.025	9.972	3.207	0.0052	0.0128	0.138
"Fam98a"	-0.462	-0.767	-0.158	8.893	-3.207	0.0052	0.0128	0.066
"Rpl22l1"	-0.384	-0.637	-0.131	11.456	-3.205	0.00521	0.0129	0.109
"Ubtf"	0.306	0.104	0.507	10.449	3.204	0.00523	0.0129	0.132
"Atp1a1"	0.594	0.203	0.985	10.437	3.204	0.00523	0.0129	0.147
"Trio"	0.36	0.123	0.597	10.526	3.204	0.00523	0.0129	0.528
"Dennd3"	0.559	0.191	0.927	9.3	3.203	0.00524	0.0129	0.127
"Pcdhb5"	-0.676	-1.121	-0.23	6.844	-3.203	0.00524	0.0129	0.134
"Ccl24"	0.91	0.31	1.51	3.41	3.202	0.00525	0.0129	0.157
"Rit1"	-0.224	-0.371	-0.076	11.337	-3.201	0.00526	0.013	0.104
"S100a1"	0.503	0.171	0.835	14.021	3.2	0.00528	0.013	0.289
"Ap2a1"	-0.415	-0.689	-0.141	7.1	-3.199	0.00528	0.013	0.109
"Thra"	-0.371	-0.615	-0.126	11.634	-3.199	0.00528	0.013	0.226
"Cfp"	0.996	0.339	1.653	10.338	3.199	0.00529	0.013	0.21
"Klhdc7a"	-1.612	-2.675	-0.548	2.469	-3.199	0.00529	0.013	0.1
"Sycp2"	-0.55	-0.914	-0.187	5.833	-3.197	0.00531	0.0131	0.131
"RGD1311595"	-0.466	-0.773	-0.158	8.996	-3.196	0.00532	0.0131	0.208
"Exosc2"	-0.544	-0.903	-0.185	9.429	-3.196	0.00533	0.0131	0.347
"Rnf25"	0.266	0.09	0.442	12.888	3.195	0.00533	0.0131	0.112
"Akap17b"	-0.341	-0.566	-0.116	7.527	-3.193	0.00535	0.0132	0.213
"Gjd4"	0.638	0.216	1.06	9.192	3.193	0.00536	0.0132	0.089
"Cytl1"	0.871	0.295	1.447	4.772	3.192	0.00537	0.0132	0.217
"Tmem63b"	-0.434	-0.721	-0.147	9.074	-3.192	0.00537	0.0132	0.257
"Sacm1l"	-0.831	-1.38	-0.281	8.889	-3.191	0.00538	0.0132	0.15
"Slc38a9"	0.443	0.15	0.737	7.416	3.191	0.00538	0.0132	0.335
"LOC100910046"	-0.606	-1.007	-0.205	8.221	-3.191	0.00538	0.0132	0.143
"Pls1"	-1.014	-1.685	-0.343	6.601	-3.19	0.00538	0.0132	0.168
"Cst6"	-0.514	-0.854	-0.174	10.324	-3.19	0.00539	0.0132	0.19
"LOC246267"	-0.733	-1.218	-0.248	3.79	-3.19	0.00539	0.0132	0.349
"Med7"	-0.242	-0.403	-0.082	9.902	-3.188	0.00541	0.0133	0.215
"LOC303140"	0.51	0.172	0.848	9.737	3.188	0.00542	0.0133	0.186
"Sv2a"	-0.748	-1.244	-0.253	12.37	-3.187	0.00542	0.0133	0.121
"Rbck1"	0.35	0.118	0.582	12.315	3.186	0.00543	0.0133	0.094
"Lrrc61"	-0.41	-0.681	-0.138	10.528	-3.185	0.00544	0.0133	0.757
"Ube2e3"	-0.222	-0.369	-0.075	13.23	-3.185	0.00545	0.0134	0.623
"Calcoco2"	1.068	0.36	1.776	12.664	3.184	0.00546	0.0134	0.096
"Mtmr4"	-0.219	-0.364	-0.074	9.945	-3.184	0.00546	0.0134	0.314
"Rfc1"	0.446	0.15	0.742	10.467	3.183	0.00547	0.0134	0.218
"Zic5"	1.341	0.452	2.23	4.407	3.183	0.00547	0.0134	0.146
"Abcc8"	0.618	0.208	1.027	10.121	3.182	0.00548	0.0134	0.05
"RGD1559909"	-0.254	-0.422	-0.085	14.488	-3.182	0.00548	0.0134	0.403
"Cryz"	0.487	0.164	0.81	9.397	3.181	0.0055	0.0135	0.177
"Zfyve9"	-0.761	-1.266	-0.256	8.288	-3.18	0.0055	0.0135	0.124
"Ogfod2"	-0.329	-0.547	-0.111	7.853	-3.18	0.00551	0.0135	0.208
"Mrps26"	-0.262	-0.437	-0.088	12.617	-3.179	0.00552	0.0135	0.077
"Dlk1"	-0.908	-1.512	-0.305	6.859	-3.178	0.00552	0.0135	0.17
"Ccng1"	0.642	0.216	1.069	13.036	3.177	0.00554	0.0135	0.362
"Reep3"	0.29	0.097	0.483	10.603	3.176	0.00555	0.0136	0.105
"Stxbp5"	0.566	0.19	0.942	10.499	3.176	0.00556	0.0136	0.176
"Ccdc17"	0.415	0.139	0.691	8.713	3.175	0.00557	0.0136	0.13
"Plxna1"	0.761	0.255	1.268	4.945	3.174	0.00557	0.0136	0.077
"Tmem147"	-0.211	-0.352	-0.071	13.179	-3.172	0.00561	0.0137	0.15
"Pcdhga11"	0.721	0.241	1.201	3.491	3.171	0.00561	0.0137	0.394
"Pphln1"	-0.236	-0.393	-0.079	9.816	-3.171	0.00561	0.0137	0.166
"Cd200"	-0.394	-0.657	-0.132	12.23	-3.171	0.00562	0.0137	0.074
"Abca2"	-0.399	-0.665	-0.133	16.766	-3.17	0.00562	0.0137	0.059
"Ly6g6e"	1.803	0.602	3.003	8.537	3.17	0.00562	0.0137	0.152
"Mixl1"	-0.45	-0.75	-0.15	8.064	-3.17	0.00563	0.0137	0.132
"Olr470"	-1.457	-2.428	-0.487	2.58	-3.169	0.00563	0.0138	0.091
"Gab2"	0.218	0.073	0.364	8.244	3.166	0.00567	0.0138	0.371
"Rps8"	0.248	0.083	0.414	16.355	3.166	0.00568	0.0139	0.151
"Shisa2"	-1.172	-1.954	-0.391	4.477	-3.165	0.00568	0.0139	0.122
"Hipk1"	0.273	0.091	0.455	7.307	3.165	0.00568	0.0139	0.109
"Elfn1"	-1.71	-2.851	-0.57	2.642	-3.165	0.00569	0.0139	0.117
"Kcng2"	-0.6	-1	-0.2	7.124	-3.164	0.0057	0.0139	0.162
"Helz2"	0.865	0.288	1.442	5.93	3.164	0.0057	0.0139	0.31
"Cdkl2"	-0.468	-0.78	-0.156	6.789	-3.163	0.00571	0.0139	0.37
"Polr1c"	-0.179	-0.299	-0.06	13.623	-3.163	0.00571	0.0139	0.225
"Pcdhb4"	-0.616	-1.026	-0.205	6.841	-3.163	0.00571	0.0139	0.191
"Bnip1"	-0.345	-0.576	-0.115	10.451	-3.162	0.00572	0.0139	0.169
"Immp1l"	-0.289	-0.482	-0.096	11.644	-3.161	0.00573	0.014	0.11
"Ndufb11"	-0.249	-0.414	-0.083	14.586	-3.161	0.00573	0.014	0.242
"RGD1566136"	0.445	0.148	0.742	15.29	3.16	0.00575	0.014	0.791
"Spc25"	0.598	0.198	0.998	9.189	3.158	0.00577	0.0141	0.166
"Ppm1l"	0.261	0.086	0.435	8.015	3.156	0.00579	0.0141	0.288
"Fbxl8"	0.331	0.11	0.553	8.316	3.155	0.00581	0.0142	0.099
"Papola"	-0.357	-0.596	-0.118	10.734	-3.153	0.00584	0.0142	0.411
"Rpgrip1l"	-0.377	-0.63	-0.125	5.876	-3.153	0.00584	0.0142	0.09
"Tnfrsf26"	1.025	0.339	1.711	4.012	3.153	0.00584	0.0142	0.148
"Il2rb"	0.718	0.237	1.199	6.551	3.151	0.00585	0.0142	0.116
"Robo3"	-0.396	-0.661	-0.131	3.272	-3.151	0.00586	0.0143	0.103
"Acy3"	0.361	0.119	0.604	11.54	3.151	0.00586	0.0143	0.206
"Sart1"	0.293	0.097	0.489	12.411	3.15	0.00587	0.0143	0.16
"Araf"	-0.215	-0.359	-0.071	9.607	-3.149	0.00588	0.0143	0.342
"Kng2"	-1.612	-2.692	-0.532	2.767	-3.149	0.00588	0.0143	0.233
"Flii"	0.321	0.106	0.537	11.685	3.148	0.0059	0.0143	0.077
"Klhl14"	-1.295	-2.164	-0.426	2.085	-3.146	0.00592	0.0144	0.192
"MGC116121"	-0.341	-0.57	-0.112	8.295	-3.146	0.00592	0.0144	0.132
"Rnasel"	0.513	0.169	0.857	8.808	3.146	0.00592	0.0144	0.116
"Hoxc4"	-0.359	-0.6	-0.118	8.595	-3.146	0.00593	0.0144	0.168
"Fbxo28"	-0.232	-0.387	-0.076	9.658	-3.144	0.00594	0.0144	0.084
"Htr2a"	-0.761	-1.271	-0.25	4.095	-3.144	0.00595	0.0144	0.092
"Plk4"	-0.625	-1.045	-0.206	7.006	-3.144	0.00595	0.0145	0.192
"Msh2"	0.342	0.112	0.572	11.022	3.142	0.00597	0.0145	0.113
"Aqp3"	-1.021	-1.707	-0.335	4.003	-3.142	0.00597	0.0145	0.203
"Ubtd1"	0.721	0.236	1.205	9.196	3.14	0.00599	0.0146	0.182
"Tfeb"	0.423	0.139	0.707	8.3	3.14	0.006	0.0146	0.179
"Cit"	-0.628	-1.051	-0.206	8.793	-3.14	0.006	0.0146	0.155
"Trpc6"	0.585	0.192	0.978	7.412	3.14	0.00601	0.0146	0.151
"Il1rapl2"	-1.028	-1.719	-0.336	2.365	-3.138	0.00603	0.0146	0.162
"Zfp53"	0.341	0.111	0.57	9.417	3.137	0.00604	0.0147	0.203
"Lrrk2"	-0.377	-0.631	-0.123	8.892	-3.136	0.00605	0.0147	0.12
"Plekhg3"	-0.553	-0.925	-0.181	10.779	-3.135	0.00606	0.0147	0.572
"Rabgef1"	-0.473	-0.791	-0.154	6.955	-3.135	0.00606	0.0147	0.066
"Lrig1"	0.558	0.182	0.934	8.848	3.133	0.00609	0.0148	0.092
"Scaf11"	0.364	0.119	0.609	10.273	3.133	0.0061	0.0148	0.168
"Tigd2"	-0.323	-0.541	-0.105	9.486	-3.132	0.0061	0.0148	0.091
"Ddx19a"	0.452	0.147	0.757	9.305	3.13	0.00613	0.0148	0.126
"Txk"	1.416	0.461	2.371	3.524	3.13	0.00613	0.0149	0.092
"Rbbp5"	-0.19	-0.318	-0.062	12.288	-3.129	0.00614	0.0149	0.123
"Lrrc8b"	0.364	0.118	0.609	9.395	3.128	0.00615	0.0149	0.606
"Helb"	0.52	0.169	0.871	6.87	3.128	0.00616	0.0149	0.115
"Pou2af1"	-0.356	-0.596	-0.116	5.543	-3.127	0.00617	0.0149	0.304
"Mccc2"	-0.5	-0.838	-0.163	13.545	-3.127	0.00617	0.0149	0.107
"Myh3"	0.502	0.163	0.84	6.384	3.126	0.00618	0.015	0.208
"Kdm5b"	0.311	0.101	0.521	8.678	3.126	0.00619	0.015	0.11
"Kdm5a"	0.334	0.108	0.56	8.465	3.125	0.0062	0.015	0.348
"Angpt1"	0.711	0.231	1.191	8.81	3.125	0.0062	0.015	0.455
"Gulp1"	1.027	0.333	1.721	5.895	3.124	0.00621	0.015	0.318
"Olr1606"	-0.625	-1.048	-0.203	4.165	-3.124	0.00621	0.015	0.163
"Hyal3"	-0.344	-0.577	-0.112	9.199	-3.123	0.00623	0.0151	0.085
"Prl6a1"	0.816	0.265	1.368	4.95	3.123	0.00623	0.0151	0.111
"Itln1"	-1.053	-1.764	-0.341	3.697	-3.122	0.00624	0.0151	0.328
"Ccdc90b"	0.307	0.099	0.515	12.181	3.12	0.00626	0.0151	0.109
"Thumpd1"	-0.294	-0.493	-0.095	8.395	-3.12	0.00626	0.0151	0.284
"Sub1"	-0.203	-0.341	-0.066	15.054	-3.12	0.00626	0.0151	0.227
"Man2a2"	0.616	0.199	1.033	7.499	3.119	0.00628	0.0152	0.302
"Mark4"	-0.69	-1.157	-0.223	8.553	-3.119	0.00628	0.0152	0.131
"Perp"	-0.571	-0.957	-0.185	5.061	-3.119	0.00628	0.0152	0.165
"Tgfb1i1"	0.396	0.128	0.665	8.815	3.118	0.00628	0.0152	0.098
"Cyb5a"	0.288	0.093	0.483	13.187	3.116	0.00631	0.0152	0.083
"Slc12a8"	0.5	0.161	0.839	5.5	3.115	0.00633	0.0153	0.155
"Fam136a"	-0.291	-0.489	-0.094	9.571	-3.113	0.00635	0.0153	0.087
"Gtf3c5"	-0.273	-0.459	-0.088	9.809	-3.113	0.00636	0.0153	0.109
"Stoml1"	-0.455	-0.764	-0.147	10.301	-3.113	0.00636	0.0153	0.18
"Wt1"	-1.074	-1.803	-0.346	2.509	-3.113	0.00636	0.0153	0.078
"Bcs1l"	-0.274	-0.46	-0.088	8.312	-3.112	0.00637	0.0154	0.171
"Abce1"	-0.278	-0.466	-0.089	9.566	-3.112	0.00637	0.0154	0.126
"Psma4"	-0.176	-0.296	-0.057	15.639	-3.112	0.00638	0.0154	0.127
"Il3ra"	0.576	0.185	0.966	11.054	3.111	0.00638	0.0154	0.15
"Apoh"	0.902	0.29	1.514	5.374	3.111	0.00638	0.0154	0.124
"Pitx2"	-3.07	-5.153	-0.987	5.643	-3.111	0.00639	0.0154	0.141
"Ssb"	-0.453	-0.76	-0.145	11.74	-3.11	0.00639	0.0154	0.129
"Ifitm6"	-0.67	-1.126	-0.215	5.652	-3.109	0.00641	0.0154	0.221
"Med13"	0.344	0.11	0.578	7.656	3.108	0.00642	0.0155	0.661
"Cdkl5"	-0.418	-0.701	-0.134	8.553	-3.108	0.00643	0.0155	0.333
"Mrpl22"	-0.292	-0.49	-0.094	11.814	-3.108	0.00643	0.0155	0.106
"Cd5"	1.099	0.353	1.846	4.198	3.108	0.00643	0.0155	0.393
"Tsen34"	0.276	0.088	0.463	12.673	3.107	0.00643	0.0155	0.096
"Slc25a18"	-0.577	-0.969	-0.185	10.24	-3.107	0.00644	0.0155	0.26
"Wdr24"	-0.223	-0.375	-0.072	12.819	-3.107	0.00644	0.0155	0.119
"Mrpl12"	-0.235	-0.394	-0.075	14.255	-3.106	0.00645	0.0155	0.068
"Trim17"	-0.461	-0.775	-0.148	6.802	-3.106	0.00646	0.0155	0.139
"Cdkl4"	-0.999	-1.679	-0.32	4.999	-3.105	0.00646	0.0155	0.109
"Cct6b"	-0.523	-0.879	-0.167	5.293	-3.104	0.00648	0.0156	0.104
"Igfbpl1"	-0.801	-1.345	-0.256	6.558	-3.104	0.00648	0.0156	0.095
"Frzb"	-0.545	-0.915	-0.174	7.675	-3.104	0.00648	0.0156	0.135
"LOC367515"	-1.689	-2.837	-0.54	6.263	-3.103	0.00649	0.0156	0.068
"Scn8a"	-0.886	-1.49	-0.283	5.094	-3.103	0.0065	0.0156	0.194
"Fabp2"	2.287	0.731	3.843	4.281	3.102	0.00651	0.0156	0.728
"Lhx4"	-0.982	-1.651	-0.314	3.877	-3.102	0.00651	0.0156	0.544
"Zfyve19"	-0.333	-0.56	-0.107	12.33	-3.102	0.00651	0.0156	0.099
"Spon1"	0.435	0.139	0.732	10.632	3.102	0.00651	0.0156	0.176
"Helq"	-0.382	-0.643	-0.122	7.161	-3.101	0.00652	0.0156	0.195
"Otud3"	0.218	0.069	0.366	9.801	3.099	0.00655	0.0157	0.174
"Enox2"	-0.346	-0.581	-0.11	7.608	-3.099	0.00655	0.0157	0.203
"Gata6"	1.148	0.366	1.93	3.612	3.098	0.00656	0.0158	0.145
"Map7"	-0.436	-0.734	-0.139	11.041	-3.097	0.00658	0.0158	0.111
"Kcna3"	0.717	0.228	1.205	5.244	3.097	0.00658	0.0158	0.148
"Plekhm3"	0.479	0.152	0.805	6.846	3.096	0.00659	0.0158	0.175
"Dnajb9"	-0.272	-0.457	-0.087	10.71	-3.096	0.0066	0.0158	0.535
"RT1-Db2"	1.305	0.415	2.194	10.145	3.096	0.0066	0.0158	0.222
"Stip1"	-0.452	-0.76	-0.144	10.84	-3.096	0.0066	0.0158	0.471
"Sh3bp5l"	-0.569	-0.956	-0.181	6.242	-3.095	0.00661	0.0158	0.234
"Ppp1r15b"	0.402	0.128	0.676	6.668	3.094	0.00662	0.0159	0.077
"Tgfbi"	1.115	0.354	1.875	9.28	3.093	0.00663	0.0159	0.702
"Mtch2"	0.227	0.072	0.382	13.123	3.093	0.00663	0.0159	0.135
"Timeless"	0.519	0.165	0.873	9.64	3.093	0.00664	0.0159	0.117
"Opalin"	-0.77	-1.296	-0.244	11.441	-3.092	0.00665	0.0159	0.717
"Cdc23"	-0.338	-0.568	-0.107	9.754	-3.092	0.00665	0.0159	0.111
"Cep68"	-0.329	-0.553	-0.104	10.701	-3.091	0.00666	0.0159	0.147
"Lig1"	0.377	0.12	0.634	12.949	3.091	0.00666	0.0159	0.166
"Exosc9"	-0.274	-0.462	-0.087	10.98	-3.091	0.00667	0.016	0.208
"Skp1"	-0.271	-0.456	-0.086	15.531	-3.091	0.00667	0.016	0.252
"Myom2"	1.008	0.32	1.697	3.939	3.09	0.00668	0.016	0.392
"Robo1"	-0.471	-0.793	-0.149	7.399	-3.09	0.00668	0.016	0.936
"Cdc25b"	-0.573	-0.964	-0.181	8.778	-3.088	0.0067	0.016	0.232
"Mas1"	-1.122	-1.888	-0.355	3.352	-3.088	0.0067	0.016	0.107
"Insig2"	-0.311	-0.524	-0.098	7.265	-3.084	0.00676	0.0162	0.319
"Mk1"	0.381	0.12	0.642	10.565	3.084	0.00676	0.0162	0.078
"Syt17"	-0.68	-1.145	-0.214	7.928	-3.082	0.00679	0.0162	0.131
"Wdr91"	0.634	0.2	1.067	11.023	3.082	0.0068	0.0163	0.443
"ST7"	0.36	0.114	0.607	10.557	3.081	0.0068	0.0163	0.155
"Itm2a"	-0.577	-0.972	-0.182	13.047	-3.081	0.00681	0.0163	0.217
"Card10"	0.495	0.156	0.835	7.003	3.079	0.00683	0.0163	0.144
"Mtmr1"	0.47	0.148	0.793	5.786	3.079	0.00684	0.0163	0.226
"Pde8a"	-0.475	-0.8	-0.149	7.124	-3.078	0.00685	0.0164	0.122
"Arpc4"	0.522	0.164	0.88	9.403	3.078	0.00685	0.0164	0.398
"Cpb1"	-0.621	-1.047	-0.195	2.172	-3.077	0.00687	0.0164	0.113
"Uck2"	-0.465	-0.783	-0.146	10.873	-3.077	0.00687	0.0164	0.07
"Umodl1"	-0.681	-1.149	-0.214	5.407	-3.076	0.00689	0.0164	0.512
"Fbxl4"	-0.362	-0.611	-0.114	7.242	-3.074	0.00691	0.0165	0.614
"Cmbl"	0.409	0.128	0.69	11.824	3.073	0.00692	0.0165	0.7
"Pde6d"	-0.439	-0.741	-0.137	12.166	-3.073	0.00693	0.0165	0.592
"Olig3"	-0.619	-1.045	-0.194	5.583	-3.072	0.00694	0.0166	0.543
"Cxxc5"	-0.252	-0.425	-0.079	12.512	-3.071	0.00696	0.0166	0.392
"Clps"	-1.365	-2.303	-0.427	1.89	-3.07	0.00696	0.0166	0.181
"Tiparp"	0.394	0.123	0.665	7.518	3.069	0.00698	0.0166	0.33
"RGD1564171"	0.608	0.19	1.026	9.347	3.069	0.00699	0.0167	0.867
"Kazald1"	0.657	0.205	1.11	10.975	3.068	0.007	0.0167	0.343
"Pgap2"	0.3	0.094	0.507	11.829	3.067	0.00701	0.0167	0.32
"Gpsm2"	0.463	0.144	0.782	6.615	3.066	0.00702	0.0167	0.683
"Abl2"	0.332	0.103	0.56	5.929	3.066	0.00703	0.0168	0.098
"Lgals8"	0.252	0.078	0.425	11.57	3.065	0.00705	0.0168	0.156
"Gtf2h1"	0.263	0.082	0.444	8.923	3.064	0.00705	0.0168	0.104
"Clec4f"	-0.548	-0.925	-0.17	4.539	-3.063	0.00707	0.0168	0.139
"Arf2"	0.328	0.102	0.554	8.136	3.063	0.00708	0.0169	0.183
"LOC500684"	0.347	0.108	0.586	7.755	3.062	0.00709	0.0169	0.149
"Ptprf"	0.393	0.122	0.663	15.761	3.062	0.0071	0.0169	0.722
"Irak3"	0.527	0.164	0.891	5.837	3.061	0.0071	0.0169	0.302
"Trim58"	-0.831	-1.403	-0.258	4.037	-3.061	0.0071	0.0169	0.148
"Calcb"	-0.871	-1.472	-0.27	11.913	-3.061	0.00711	0.0169	0.194
"Lhx9"	-0.754	-1.274	-0.234	4.386	-3.061	0.00711	0.0169	0.158
"Sf3b5"	-0.256	-0.433	-0.079	14.513	-3.06	0.00711	0.0169	0.115
"St3gal6"	0.324	0.1	0.547	11.79	3.059	0.00713	0.017	0.15
"Tspan14"	0.472	0.146	0.798	9.448	3.058	0.00714	0.017	0.113
"RGD1310429"	-0.415	-0.701	-0.128	6.995	-3.057	0.00716	0.017	0.847
"LOC300024"	0.509	0.157	0.86	6.316	3.056	0.00718	0.0171	0.559
"Rpl14"	0.312	0.097	0.528	17.433	3.055	0.00719	0.0171	0.196
"Ubtd2"	0.325	0.1	0.55	8.883	3.055	0.0072	0.0171	0.184
"Rfxank"	0.207	0.064	0.351	11.083	3.054	0.00721	0.0171	0.322
"Pgm3"	0.318	0.098	0.537	9.397	3.054	0.00722	0.0171	0.066
"Acacb"	1.105	0.341	1.869	4.379	3.053	0.00723	0.0172	0.294
"Reg3b"	-1.795	-3.037	-0.554	6.836	-3.053	0.00723	0.0172	0.52
"Stag1"	0.303	0.094	0.513	8.504	3.053	0.00723	0.0172	0.395
"Mrps18a"	-0.213	-0.361	-0.066	12.58	-3.052	0.00725	0.0172	0.128
"Sh3d19"	0.401	0.124	0.678	7.863	3.052	0.00725	0.0172	0.42
"Rbm6"	0.264	0.081	0.447	11.114	3.051	0.00725	0.0172	1.038
"Resp18"	-0.433	-0.732	-0.133	16.242	-3.051	0.00725	0.0172	0.265
"Pdgfrl"	1.067	0.329	1.805	7.701	3.05	0.00727	0.0172	0.43
"Avpr1a"	-0.928	-1.571	-0.286	8.785	-3.049	0.00728	0.0173	0.112
"Gclm"	-0.457	-0.773	-0.141	5.667	-3.049	0.00728	0.0173	0.197
"Aen"	-0.227	-0.385	-0.07	10.281	-3.049	0.00729	0.0173	0.251
"Cyp1a1"	1.071	0.33	1.813	2.298	3.049	0.00729	0.0173	0.122
"Nenf"	-0.23	-0.389	-0.071	14.391	-3.048	0.0073	0.0173	0.159
"Olr16"	-0.445	-0.753	-0.137	6.625	-3.048	0.0073	0.0173	0.226
"Kmt5a"	0.286	0.088	0.484	9.388	3.047	0.00732	0.0174	0.144
"Sharpin"	-0.162	-0.274	-0.05	12.964	-3.047	0.00732	0.0174	0.116
"Fat1"	0.343	0.105	0.58	11.349	3.046	0.00733	0.0174	0.17
"Olr1158"	0.474	0.145	0.802	5.33	3.046	0.00734	0.0174	0.186
"Krtap14l"	-1.145	-1.939	-0.352	2.876	-3.046	0.00734	0.0174	0.189
"Lifr"	0.346	0.106	0.585	6.487	3.046	0.00734	0.0174	0.295
"Hdac2"	-0.372	-0.631	-0.114	10.496	-3.045	0.00735	0.0174	0.117
"Cept1"	-0.32	-0.542	-0.098	11.187	-3.044	0.00736	0.0174	0.139
"Zfp105"	0.243	0.075	0.412	8.826	3.044	0.00736	0.0174	0.236
"Mlxip"	0.844	0.258	1.429	4.08	3.043	0.00738	0.0175	0.122
"Olr1572"	0.445	0.136	0.753	9.919	3.043	0.00738	0.0175	0.129
"Clk3"	0.368	0.113	0.623	12.252	3.043	0.00739	0.0175	0.116
"Slc25a11"	-0.247	-0.419	-0.076	12.744	-3.042	0.0074	0.0175	0.091
