"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Mrgprx1"	-0.385	-1.449	0.678	1.653	-0.764	0.455	0.571	0.667
"Smyd4"	0.09	-0.158	0.337	8.526	0.764	0.455	0.571	0.596
"Rccd1"	-0.061	-0.228	0.107	8.433	-0.764	0.455	0.571	0.19
"Retnlg"	0.336	-0.593	1.265	1.955	0.764	0.456	0.571	0.382
"Ube2v1"	-0.117	-0.442	0.207	10.431	-0.764	0.456	0.571	0.091
"Zbtb6"	0.092	-0.162	0.346	6.539	0.763	0.456	0.572	0.451
"Cyp2b1"	0.166	-0.294	0.627	4.893	0.763	0.456	0.572	0.095
"Zkscan5"	0.08	-0.141	0.3	9.47	0.763	0.456	0.572	0.911
"Shpk"	0.121	-0.215	0.458	5.524	0.762	0.457	0.573	0.184
"Tubal3"	0.408	-0.723	1.54	3.154	0.761	0.457	0.573	0.659
"Prss34"	0.302	-0.536	1.14	2.103	0.761	0.457	0.573	0.63
"Olr1467"	0.402	-0.715	1.519	2.898	0.76	0.458	0.574	0.74
"Unc45b"	-0.646	-2.44	1.149	3.42	-0.76	0.458	0.574	0.188
"Vom2r32"	-0.062	-0.235	0.111	1.57	-0.759	0.458	0.574	0.289
"Poli"	0.201	-0.358	0.761	4.156	0.759	0.458	0.574	0.383
"Dyrk1b"	0.102	-0.183	0.387	8.079	0.758	0.459	0.575	0.445
"Anxa8"	0.615	-1.097	2.327	3.788	0.758	0.459	0.575	0.281
"Oat"	0.087	-0.155	0.328	11.504	0.757	0.459	0.575	0.149
"Sult1d1"	0.226	-0.403	0.855	7.962	0.757	0.459	0.575	0.125
"Myadm"	0.12	-0.215	0.455	9.186	0.757	0.459	0.575	0.121
"Ccdc32"	-0.228	-0.862	0.407	6.467	-0.757	0.46	0.576	0.88
"Avpi1"	0.098	-0.175	0.371	13.635	0.756	0.46	0.576	0.392
"Zpbp"	0.379	-0.679	1.438	2.882	0.756	0.46	0.576	0.176
"Olr160"	-0.323	-1.224	0.578	2.821	-0.756	0.46	0.576	0.5
"Tp53bp2"	-0.081	-0.307	0.145	9.392	-0.756	0.46	0.576	0.918
"Abcb7"	0.155	-0.278	0.588	6.3	0.756	0.46	0.576	0.112
"Cog2"	-0.116	-0.439	0.208	9.364	-0.755	0.461	0.577	0.448
"Icmt"	0.078	-0.14	0.295	9.246	0.753	0.462	0.578	0.308
"Pigq"	0.132	-0.237	0.501	12.315	0.753	0.462	0.578	0.299
"Crot"	-0.067	-0.254	0.121	12.251	-0.753	0.462	0.578	0.242
"Krt1"	-0.124	-0.472	0.224	7.834	-0.753	0.462	0.578	0.16
"Mip"	-0.136	-0.518	0.246	4.738	-0.753	0.462	0.578	0.277
"Pla2g2a"	-0.319	-1.216	0.577	5.053	-0.753	0.462	0.578	0.308
"Ttll12"	0.113	-0.205	0.431	7.876	0.752	0.462	0.578	0.093
"Adarb2"	0.272	-0.491	1.034	5.095	0.752	0.462	0.578	0.188
"Pdpr"	-0.197	-0.751	0.357	5.444	-0.752	0.462	0.578	0.221
"Wdr4"	-0.112	-0.425	0.202	6.588	-0.752	0.463	0.578	0.133
"Olr713"	0.279	-0.505	1.062	1.701	0.751	0.463	0.579	0.1
"Gtf2h4"	0.101	-0.183	0.386	10.576	0.751	0.463	0.579	0.127
"Pnkp"	-0.051	-0.195	0.093	12.895	-0.751	0.463	0.579	0.069
"Glud1"	0.075	-0.135	0.284	14.623	0.751	0.463	0.579	0.168
"Ucp1"	0.129	-0.233	0.491	4.034	0.751	0.463	0.579	0.176
"Mcat"	0.139	-0.252	0.531	8.177	0.75	0.463	0.579	0.061
"Olr1077"	-0.394	-1.503	0.715	3.375	-0.75	0.463	0.579	0.074
"Wdr49"	0.261	-0.473	0.994	5.328	0.75	0.464	0.579	0.166
"Rorc"	0.114	-0.206	0.433	5.105	0.75	0.464	0.579	0.08
"RGD1359449"	-0.035	-0.135	0.064	1.302	-0.749	0.464	0.58	0.105
"Kank3"	0.109	-0.199	0.417	9.716	0.749	0.464	0.58	0.123
"Olr1278"	-0.043	-0.165	0.078	1.477	-0.748	0.464	0.58	0.115
"Snx12"	-0.058	-0.221	0.105	8.778	-0.748	0.465	0.58	0.143
"Ankrd7"	-0.393	-1.5	0.715	2.241	-0.748	0.465	0.581	0.126
"Arid3b"	0.172	-0.314	0.659	3.811	0.748	0.465	0.581	0.278
"Olr398"	-0.127	-0.484	0.231	5.696	-0.748	0.465	0.581	0.105
"Olr1671"	-0.29	-1.11	0.529	3.552	-0.748	0.465	0.581	0.084
"Nkx2-3"	-0.389	-1.49	0.711	2.909	-0.747	0.465	0.581	0.105
"Ripk4"	-0.242	-0.927	0.442	1.797	-0.747	0.466	0.581	0.082
"Gtpbp1"	0.082	-0.149	0.312	7.594	0.746	0.466	0.582	0.085
"Cdh26"	-0.2	-0.767	0.366	3.908	-0.746	0.466	0.582	0.132
"Olr859"	0.12	-0.219	0.459	6.191	0.746	0.466	0.582	0.116
"Zfp78"	0.135	-0.247	0.518	5.337	0.746	0.466	0.582	0.084
"Ms4a10"	0.43	-0.787	1.647	2.568	0.745	0.466	0.582	0.073
"Tcp10b"	-0.041	-0.157	0.075	1.421	-0.745	0.466	0.582	0.271
"Alg1"	0.07	-0.129	0.27	8.955	0.745	0.466	0.582	0.294
"Hand2"	-0.293	-1.124	0.538	2.254	-0.745	0.467	0.582	0.158
"Nrg2"	-0.073	-0.278	0.133	6.697	-0.745	0.466	0.582	0.091
"Olr380"	0.397	-0.727	1.521	2.551	0.745	0.467	0.582	0.343
"Brd9"	-0.075	-0.289	0.138	8.034	-0.744	0.467	0.582	0.257
"Defb24"	0.273	-0.501	1.047	2.794	0.744	0.467	0.582	0.091
"LOC103694328"	0.14	-0.257	0.538	7.511	0.744	0.467	0.583	0.179
"Olr158"	-0.095	-0.363	0.174	1.677	-0.743	0.467	0.583	0.273
"Hspb11"	-0.06	-0.232	0.111	11.111	-0.743	0.468	0.583	0.245
"Olr396"	-0.3	-1.155	0.554	2.19	-0.743	0.468	0.583	0.294
"E2f1"	0.12	-0.221	0.46	8.581	0.742	0.468	0.584	0.405
"Cabp4"	0.176	-0.324	0.675	3.863	0.742	0.469	0.584	0.196
"Cnot8"	0.079	-0.147	0.305	11.379	0.742	0.468	0.584	0.116
"Defb22"	-0.101	-0.39	0.187	7.699	-0.741	0.469	0.584	0.279
"Diablo"	0.046	-0.085	0.176	14.232	0.741	0.469	0.584	0.14
"Igh-6"	-0.322	-1.238	0.594	4.116	-0.742	0.468	0.584	0.087
"Olr1105"	-0.303	-1.164	0.559	1.533	-0.741	0.469	0.584	0.369
"Olr418"	-0.257	-0.99	0.475	1.57	-0.742	0.468	0.584	0.108
"Olr484"	-0.448	-1.726	0.829	2.662	-0.741	0.469	0.584	0.092
"Marco"	-0.384	-1.481	0.712	3.369	-0.74	0.469	0.585	0.312
"Hipk4"	-0.23	-0.884	0.425	3.348	-0.74	0.469	0.585	0.297
"Olr63"	-0.178	-0.684	0.329	5.178	-0.74	0.469	0.585	0.068
"Cdcp2"	0.389	-0.721	1.5	2.928	0.74	0.47	0.585	0.185
"Dnah7"	0.134	-0.249	0.518	4.35	0.74	0.47	0.585	0.14
"Stfa2l1"	0.355	-0.659	1.37	2.486	0.74	0.47	0.585	0.156
"Olr1702"	0.519	-0.962	2	2.233	0.739	0.47	0.585	0.107
"RGD1306441"	-0.239	-0.92	0.443	1.744	-0.739	0.47	0.585	0.136
"Olr1405"	-0.642	-2.474	1.191	3.338	-0.739	0.47	0.585	0.154
"Lta4h"	0.058	-0.109	0.225	12.493	0.739	0.47	0.586	0.133
"Dek"	0.054	-0.1	0.207	13.832	0.738	0.47	0.586	0.118
"Bles03"	0.069	-0.129	0.268	10.542	0.738	0.47	0.586	0.224
"Src"	0.094	-0.175	0.363	9.096	0.738	0.471	0.586	0.127
"Rlf"	0.105	-0.195	0.404	7.345	0.738	0.471	0.586	0.174
"Serpinb8"	0.649	-1.208	2.506	2.607	0.738	0.471	0.586	0.1
"Atp1a4"	-0.354	-1.369	0.66	1.948	-0.737	0.471	0.586	0.116
"Krt19"	0.344	-0.642	1.331	7.223	0.737	0.471	0.587	0.115
"Olr1052"	-0.187	-0.724	0.349	1.79	-0.737	0.471	0.587	0.113
"Slco1a4"	-0.096	-0.371	0.179	11.051	-0.737	0.471	0.587	0.139
"Jup"	0.09	-0.169	0.35	11.722	0.736	0.472	0.587	0.403
"RGD1565611"	0.224	-0.419	0.868	7.869	0.735	0.472	0.587	0.125
"Aqp6"	0.275	-0.515	1.065	1.853	0.735	0.472	0.587	0.363
"Smarcc2"	-0.085	-0.33	0.16	7.648	-0.735	0.473	0.588	0.295
"Dnajc15"	-0.048	-0.185	0.09	12.738	-0.735	0.473	0.588	0.588
"Id4"	0.119	-0.224	0.462	13.502	0.735	0.473	0.588	0.178
"Slc2a8"	-0.11	-0.428	0.207	10.128	-0.734	0.473	0.588	0.268
"Reg3a"	-0.211	-0.818	0.396	4.886	-0.734	0.473	0.588	0.088
"Lrrc10"	0.65	-1.22	2.519	2.04	0.733	0.473	0.588	0.116
"Alpl"	-0.317	-1.23	0.596	10.534	-0.733	0.474	0.589	0.136
"Taf1a"	0.143	-0.268	0.553	5.915	0.733	0.474	0.589	0.262
"Olr1481"	0.347	-0.654	1.349	4.87	0.732	0.474	0.589	0.196
"Ccdc66"	-0.066	-0.258	0.125	7.29	-0.732	0.474	0.589	0.106
"Cd96"	0.261	-0.491	1.012	1.779	0.732	0.474	0.589	0.184
"LOC680520"	-0.29	-1.127	0.547	1.663	-0.731	0.475	0.59	0.131
"Thumpd2"	0.065	-0.122	0.251	9.088	0.731	0.475	0.59	0.109
"Cobl"	0.111	-0.209	0.43	5.078	0.731	0.475	0.59	0.127
"Olr129"	-0.09	-0.348	0.169	1.664	-0.73	0.475	0.59	0.122
"Ip6k2"	-0.065	-0.254	0.124	9.966	-0.73	0.476	0.591	0.189
"Olr1368"	-0.152	-0.593	0.288	4.657	-0.73	0.476	0.591	0.09
"Gucy2d"	-0.321	-1.252	0.609	4.351	-0.729	0.476	0.591	0.084
"Olr756"	0.145	-0.274	0.564	4.767	0.729	0.476	0.591	0.127
"Cdc40"	-0.076	-0.297	0.144	7.011	-0.729	0.476	0.591	0.439
"Olr1164"	-0.07	-0.271	0.132	1.541	-0.728	0.476	0.591	0.365
"LOC301604"	0.139	-0.264	0.541	9.222	0.728	0.476	0.592	0.134
"Olr1488"	0.077	-0.147	0.302	6.494	0.728	0.477	0.592	0.295
"Obp2b"	-0.157	-0.613	0.299	1.709	-0.727	0.477	0.592	0.099
"F11"	0.317	-0.605	1.24	2.527	0.726	0.478	0.593	0.214
"Odf3b"	-0.17	-0.666	0.325	8.674	-0.726	0.478	0.593	0.081
"Egln2"	-0.09	-0.351	0.172	12.356	-0.726	0.478	0.593	0.125
"Ctsj"	-0.48	-1.875	0.915	2.847	-0.726	0.478	0.593	0.053
"Klf8"	0.68	-1.298	2.659	3.107	0.726	0.478	0.593	0.11
"Lsm6"	-0.395	-1.546	0.755	6.583	-0.725	0.478	0.594	0.104
"Klhl34"	0.145	-0.277	0.566	6.394	0.724	0.479	0.594	0.144
"Defa6"	0.441	-0.845	1.726	2.238	0.724	0.479	0.594	0.146
"Olr111"	0.415	-0.796	1.627	1.978	0.723	0.479	0.595	0.091
"Pias4"	-0.052	-0.203	0.1	9.254	-0.723	0.48	0.595	0.521
"Ccr1l1"	-0.2	-0.783	0.383	4.18	-0.723	0.48	0.595	0.159
"Egr3"	0.239	-0.458	0.935	4.529	0.723	0.48	0.595	0.155
"Rab5b"	0.077	-0.148	0.303	8.032	0.722	0.48	0.595	0.089
"Pop4"	0.078	-0.151	0.307	13.218	0.722	0.48	0.596	0.369
"Odf4"	0.328	-0.631	1.286	2.573	0.721	0.481	0.596	0.37
"Ubiad1"	-0.081	-0.317	0.156	7.451	-0.721	0.481	0.596	0.131
"Vcpip1"	-0.066	-0.258	0.127	10.605	-0.721	0.481	0.596	0.159
"Hes2"	-0.173	-0.679	0.333	4.148	-0.721	0.481	0.596	0.212
"RGD1562339"	0.058	-0.111	0.226	12.214	0.72	0.481	0.596	0.083
"Srgn"	0.09	-0.174	0.354	11.818	0.72	0.481	0.596	0.129
"Foxj3"	-0.138	-0.544	0.267	4.748	-0.72	0.481	0.596	0.502
"Tmprss6"	0.487	-0.941	1.915	6.396	0.72	0.481	0.596	0.159
"Olr488"	-0.101	-0.399	0.196	1.601	-0.72	0.481	0.596	0.155
"Smarca4"	0.09	-0.174	0.353	11.572	0.72	0.481	0.596	0.218
"Dppa1"	-0.25	-0.981	0.482	3.221	-0.72	0.482	0.596	0.231
"Ccdc33"	0.183	-0.353	0.719	3.764	0.719	0.482	0.597	0.171
"Dcc"	0.328	-0.637	1.293	3.907	0.718	0.483	0.598	0.13
"Kcp"	-0.344	-1.354	0.667	5.018	-0.717	0.483	0.598	0.496
"Hes3"	-0.125	-0.492	0.242	4.935	-0.717	0.483	0.598	0.546
"Fshr"	-0.13	-0.513	0.253	3.653	-0.717	0.483	0.598	0.139
"Dph2"	0.08	-0.155	0.315	6.427	0.717	0.483	0.598	0.122
"Olr1294"	-0.419	-1.655	0.816	2.556	-0.717	0.483	0.598	0.114
"Atf7ip2"	-0.041	-0.161	0.079	1.469	-0.716	0.484	0.599	0.198
"RGD1304587"	0.083	-0.162	0.328	14.187	0.716	0.484	0.599	0.156
"Vom2r78"	0.207	-0.403	0.817	1.524	0.716	0.484	0.599	0.362
"Clcnka"	0.183	-0.358	0.724	5.134	0.715	0.485	0.6	0.197
"RGD1564308"	-0.153	-0.606	0.299	8.854	-0.715	0.484	0.6	0.413
"Traf6"	0.091	-0.178	0.361	7.969	0.714	0.485	0.6	0.641
"Olr167"	-0.07	-0.278	0.138	1.568	-0.714	0.485	0.6	0.768
"Nlrp4a"	0.336	-0.657	1.329	1.709	0.714	0.485	0.6	0.116
"Mettl11b"	-0.132	-0.521	0.258	1.807	-0.713	0.485	0.6	0.283
"Pdc"	-0.064	-0.252	0.125	1.558	-0.713	0.485	0.6	0.354
"Capza2"	-0.057	-0.227	0.112	13.721	-0.713	0.486	0.6	0.158
"Inpp5k"	0.081	-0.159	0.321	7.894	0.713	0.485	0.6	0.095
"Nlrp14"	-0.121	-0.48	0.238	2.01	-0.713	0.486	0.6	0.084
"Ptpn23"	-0.054	-0.213	0.105	9.321	-0.713	0.486	0.6	0.088
"RGD1559714"	-0.354	-1.402	0.694	1.711	-0.713	0.486	0.6	0.204
"Ugt2b37"	-0.198	-0.783	0.388	5.153	-0.713	0.486	0.601	0.505
"Wnk4"	0.137	-0.269	0.544	8.269	0.713	0.486	0.601	0.084
"Bud13"	-0.061	-0.243	0.121	8.39	-0.712	0.486	0.601	0.129
"LOC499715"	0.235	-0.462	0.932	1.699	0.712	0.486	0.601	0.107
"Mrpl21"	-0.054	-0.215	0.107	11.388	-0.712	0.486	0.601	0.15
"Pkp3"	-0.257	-1.02	0.505	1.937	-0.712	0.486	0.601	0.102
"Ust5r"	-0.035	-0.14	0.069	1.432	-0.712	0.486	0.601	0.172
"Fryl"	-0.208	-0.826	0.41	7.269	-0.711	0.487	0.601	0.161
"Olr1251"	0.306	-0.602	1.215	1.915	0.712	0.486	0.601	0.235
"Olr1275"	0.366	-0.72	1.452	1.912	0.711	0.487	0.601	0.128
"Olr1681"	-0.157	-0.623	0.309	2.293	-0.712	0.486	0.601	0.086
"Ttr"	0.182	-0.357	0.72	2.798	0.711	0.487	0.601	0.115
"Sestd1"	-0.091	-0.36	0.178	8.833	-0.711	0.487	0.601	0.768
"Olr7"	-0.294	-1.167	0.579	4.355	-0.711	0.487	0.601	0.294
"Ankrd44"	0.109	-0.215	0.434	6.036	0.711	0.487	0.601	0.338
"Sftpc"	-0.209	-0.83	0.412	4.823	-0.711	0.487	0.601	0.234
"Nphs2"	0.231	-0.457	0.92	1.603	0.71	0.487	0.602	0.053
"Adamts15"	0.237	-0.468	0.943	6.203	0.71	0.488	0.602	0.162
"Epn2"	-0.069	-0.275	0.137	9.318	-0.709	0.488	0.602	0.132
"Olr937"	-0.227	-0.901	0.448	3.897	-0.709	0.488	0.602	0.083
"Sox11"	-0.244	-0.971	0.482	4.757	-0.709	0.488	0.602	0.317
"Mmgt2"	0.103	-0.204	0.41	10.041	0.709	0.488	0.602	0.13
"Amdhd1"	-0.18	-0.717	0.357	1.8	-0.709	0.488	0.602	0.088
"Olr784"	0.09	-0.178	0.357	4.561	0.709	0.488	0.602	0.103
"Olr1570"	-0.175	-0.699	0.348	1.882	-0.708	0.489	0.603	0.234
"Pogz"	-0.067	-0.267	0.133	7.882	-0.708	0.489	0.603	0.141
"E2f4"	0.092	-0.183	0.367	8.933	0.707	0.489	0.603	0.239
"Ppp4c"	0.084	-0.167	0.335	10.325	0.707	0.489	0.603	0.141
"Nup153"	-0.094	-0.374	0.186	7.979	-0.707	0.489	0.604	0.21
"Olr635"	-0.332	-1.326	0.661	2.316	-0.706	0.49	0.604	0.18
"Sh3bgrl"	-0.062	-0.249	0.124	9.822	-0.706	0.49	0.604	0.432
"Pecr"	-0.091	-0.363	0.181	11.608	-0.705	0.49	0.605	0.382
"Wnt3a"	-0.34	-1.358	0.678	2.019	-0.705	0.491	0.605	0.126
"Senp17"	-0.501	-2.003	1	2.157	-0.705	0.491	0.605	0.178
"Rab3ip"	-0.076	-0.302	0.151	10.129	-0.704	0.491	0.605	0.227
"Vom2r-ps125"	0.467	-0.935	1.87	2.77	0.704	0.491	0.606	0.26
"Pxmp2"	-0.109	-0.436	0.218	13.769	-0.703	0.491	0.606	0.161
"Shc3"	0.064	-0.128	0.256	9.392	0.703	0.492	0.606	0.273
"Olr903"	-0.497	-1.988	0.995	3.13	-0.703	0.492	0.606	0.49
"Prss50"	0.266	-0.532	1.063	5.71	0.703	0.492	0.606	0.09
"Tns4"	-0.226	-0.904	0.452	2.317	-0.703	0.492	0.606	0.1
"RGD1560349"	0.213	-0.426	0.851	1.981	0.703	0.492	0.606	0.654
"Pde6a"	0.293	-0.587	1.172	1.74	0.702	0.492	0.606	0.156
"Plcd4"	0.108	-0.217	0.433	12.047	0.701	0.493	0.607	0.298
"Chia"	0.07	-0.141	0.282	7.104	0.701	0.493	0.607	0.144
"Olr673"	-0.295	-1.183	0.593	2.909	-0.701	0.493	0.607	0.146
"Pcdhga9"	0.138	-0.277	0.552	5.084	0.7	0.493	0.607	0.161
"Dck"	-0.195	-0.782	0.392	4.277	-0.7	0.493	0.608	0.236
"Gnat1"	-0.274	-1.101	0.553	2.164	-0.7	0.493	0.608	0.17
"Il22ra1"	-0.128	-0.512	0.257	5.023	-0.7	0.494	0.608	0.175
"Plekhf1"	-0.103	-0.415	0.208	9.503	-0.7	0.493	0.608	0.217
"Scyl2"	-0.1	-0.401	0.201	5.35	-0.7	0.493	0.608	0.259
"Srp68"	-0.098	-0.392	0.197	10.743	-0.7	0.493	0.608	0.082
"Nqo2"	0.403	-0.812	1.617	10.4	0.7	0.494	0.608	0.21
"Spag11b"	0.418	-0.844	1.68	4.463	0.7	0.494	0.608	0.215
"Cyp2r1"	0.191	-0.387	0.77	4.828	0.699	0.494	0.608	0.172
"Ergic1"	0.093	-0.188	0.374	6.681	0.699	0.494	0.608	0.138
"Olr141"	0.597	-1.206	2.399	2.275	0.699	0.494	0.608	0.123
"Kir3dl1"	0.265	-0.536	1.066	1.691	0.699	0.494	0.608	0.192
"Dnah3"	-0.15	-0.602	0.303	5.346	-0.698	0.494	0.608	0.149
"Gpr87"	0.177	-0.359	0.714	4.5	0.698	0.495	0.609	0.327
"RGD1563104"	0.251	-0.508	1.009	1.566	0.697	0.495	0.609	0.19
"Gpr157"	0.072	-0.147	0.292	6.97	0.697	0.495	0.609	0.138
"LOC302759"	0.103	-0.21	0.416	6.234	0.697	0.495	0.609	0.098
"Zfp687"	0.081	-0.165	0.327	9.4	0.697	0.495	0.609	0.207
"Foxl2"	-0.456	-1.837	0.926	2.686	-0.696	0.496	0.61	0.685
"Cts7"	0.523	-1.063	2.109	2.566	0.696	0.496	0.61	0.296
"Gde1"	0.064	-0.13	0.258	13.624	0.696	0.496	0.61	0.135
"Olr1449"	-0.356	-1.438	0.726	1.678	-0.695	0.496	0.61	0.142
"Tecta"	-0.126	-0.509	0.257	5.357	-0.695	0.497	0.611	0.259
"Prl5a2"	-0.328	-1.325	0.669	1.667	-0.695	0.497	0.611	0.516
"Vom2r11"	0.679	-1.385	2.743	2.298	0.694	0.497	0.611	0.306
"Ehbp1"	-0.093	-0.375	0.189	7.507	-0.694	0.497	0.611	0.54
"Kcns2"	0.303	-0.619	1.225	5.438	0.694	0.497	0.611	0.098
"Pkn2"	0.089	-0.182	0.36	6.566	0.694	0.497	0.611	0.373
"Zfp709"	0.082	-0.167	0.33	7.745	0.694	0.497	0.611	0.178
"Elf5"	-0.242	-0.977	0.494	1.68	-0.694	0.497	0.611	0.412
"Dffb"	0.367	-0.75	1.484	4.672	0.693	0.498	0.611	0.457
"Olr1696"	0.302	-0.619	1.224	2.247	0.693	0.498	0.612	0.2
"Olr1228"	-0.048	-0.194	0.098	1.516	-0.692	0.498	0.612	0.43
"Ralgapb"	-0.105	-0.425	0.215	6.432	-0.692	0.498	0.612	0.213
"Olr629"	-0.384	-1.556	0.788	2.675	-0.692	0.499	0.612	0.108
"Atp4b"	-0.193	-0.782	0.396	4.696	-0.691	0.499	0.613	0.142
"Gpr151"	0.308	-0.633	1.249	1.588	0.691	0.499	0.613	0.177
"LOC288913"	-0.057	-0.231	0.117	13.831	-0.691	0.499	0.613	0.171
"LOC301686"	-0.117	-0.474	0.24	1.792	-0.691	0.499	0.613	0.139
"Prl3a1"	-0.245	-0.995	0.504	1.831	-0.691	0.499	0.613	0.126
"Vamp2"	0.164	-0.338	0.667	8.769	0.691	0.499	0.613	0.129
"Antxr1"	0.115	-0.237	0.467	6.207	0.689	0.5	0.614	0.273
"Mastl"	-0.193	-0.785	0.398	5.633	-0.69	0.5	0.614	0.113
"RGD1561150"	0.065	-0.133	0.262	11.32	0.689	0.5	0.614	0.184
"Myh13"	0.218	-0.449	0.884	4.824	0.689	0.5	0.614	0.234
"Eif1"	0.051	-0.106	0.208	13.863	0.688	0.501	0.614	0.139
"Ireb2"	0.071	-0.146	0.288	6.74	0.688	0.501	0.614	0.16
"Trim46"	0.629	-1.3	2.558	2.021	0.688	0.501	0.614	0.101
"Xrcc2"	0.441	-0.912	1.795	1.892	0.688	0.501	0.614	0.173
"Mcpt9"	-0.432	-1.758	0.894	1.989	-0.688	0.501	0.614	0.24
"Wnt8a"	-0.109	-0.445	0.226	1.548	-0.687	0.501	0.615	0.108
"Flrt3"	-0.109	-0.444	0.226	8.584	-0.687	0.501	0.615	0.155
"Dcp2"	0.169	-0.351	0.69	4.853	0.687	0.501	0.615	0.143
"Tgm5"	-0.251	-1.024	0.521	2.059	-0.687	0.501	0.615	0.469
"Golga3"	0.078	-0.161	0.317	9.913	0.687	0.502	0.615	0.13
"Srfbp1"	0.058	-0.12	0.235	9.882	0.687	0.502	0.615	0.19
"Tmem115"	0.043	-0.088	0.174	10.846	0.686	0.502	0.615	0.186
"Zfp280b"	0.288	-0.599	1.175	3.112	0.686	0.502	0.616	0.159
"Pxk"	0.086	-0.18	0.353	7.949	0.685	0.503	0.616	0.173
"Hnrnpk"	-0.049	-0.199	0.101	14.305	-0.685	0.503	0.616	0.413
"Cyp2d3"	-0.121	-0.493	0.252	4.356	-0.684	0.503	0.617	0.261
"Gjd3"	0.1	-0.208	0.408	9.007	0.683	0.504	0.618	0.208
"Fip1l1"	-0.067	-0.273	0.139	12.068	-0.683	0.504	0.618	0.114
"Nxf7"	0.101	-0.21	0.411	4.694	0.683	0.504	0.618	0.261
"Olr91"	-0.395	-1.616	0.826	2.834	-0.682	0.504	0.618	0.585
"Rrp15"	0.048	-0.1	0.196	9.477	0.682	0.504	0.618	0.145
"Olr1246"	-0.115	-0.472	0.241	1.719	-0.682	0.505	0.618	0.183
"Nr3c1"	0.103	-0.216	0.422	12.224	0.682	0.505	0.618	0.198
"Olr607"	0.177	-0.371	0.724	1.554	0.682	0.505	0.618	0.322
"Xkr8"	-0.062	-0.256	0.131	7.822	-0.682	0.505	0.618	0.141
"Asb7"	0.126	-0.263	0.514	3.967	0.681	0.505	0.618	0.113
"Dyrk3"	0.124	-0.26	0.507	6.579	0.681	0.505	0.618	0.106
"Olr495"	-0.04	-0.166	0.085	1.437	-0.681	0.505	0.619	0.081
"Ankrd36"	-0.417	-1.71	0.876	4.148	-0.68	0.506	0.619	0.126
"Ppp1r1b"	0.166	-0.35	0.683	8.464	0.68	0.506	0.619	0.131
"Snn"	0.05	-0.105	0.206	15.68	0.68	0.506	0.619	0.131
"Taf9b"	0.047	-0.099	0.194	10.178	0.68	0.506	0.619	0.123
"Ddit3"	0.136	-0.287	0.559	10.842	0.68	0.506	0.619	0.157
"Clul1"	-0.299	-1.23	0.631	1.812	-0.679	0.507	0.62	0.121
"Ankrd49"	0.063	-0.134	0.261	7.769	0.678	0.507	0.62	0.226
"Golga7"	-0.098	-0.402	0.207	11.97	-0.678	0.507	0.62	0.087
"Mapk15"	0.129	-0.272	0.53	5.612	0.678	0.507	0.62	0.186
"Tssc4"	0.046	-0.096	0.188	14.716	0.678	0.507	0.62	0.085
"Ovol2"	0.108	-0.229	0.445	5.749	0.678	0.507	0.62	0.438
"Psmg4"	0.054	-0.115	0.223	12.662	0.678	0.507	0.62	0.11
"Kcne4"	0.453	-0.958	1.864	2.236	0.677	0.507	0.621	0.178
"Foxn4"	0.315	-0.666	1.296	2.97	0.677	0.507	0.621	0.17
"Olr1653"	-0.047	-0.192	0.099	1.455	-0.677	0.507	0.621	0.187
"Rps29"	0.052	-0.111	0.216	16.658	0.677	0.507	0.621	0.15
"Rarb"	0.059	-0.125	0.244	5.659	0.677	0.508	0.621	0.073
"Olr1475"	0.28	-0.594	1.155	5.818	0.676	0.508	0.621	0.181
"Cacna1s"	0.177	-0.376	0.73	3.733	0.676	0.508	0.621	0.115
"MGC114492"	-0.132	-0.543	0.28	1.501	-0.676	0.508	0.621	0.207
"Olr737"	-0.516	-2.127	1.095	2.744	-0.676	0.508	0.621	0.17
"Ppp3cc"	0.054	-0.114	0.222	9.811	0.676	0.508	0.621	0.063
"Tmem17"	0.085	-0.18	0.349	10.972	0.676	0.508	0.621	0.101
"Myh7b"	0.135	-0.286	0.556	10.588	0.676	0.508	0.621	0.212
"Polr2i"	0.051	-0.109	0.211	11.005	0.675	0.509	0.621	0.071
"Ramp2"	0.078	-0.167	0.324	11.185	0.675	0.509	0.622	0.122
"Cth"	-0.151	-0.622	0.321	6.528	-0.674	0.509	0.622	0.076
"Mug2"	0.2	-0.426	0.825	2.383	0.674	0.509	0.622	0.094
"Nudt3"	-0.071	-0.291	0.15	9.998	-0.674	0.51	0.622	0.101
"Pign"	0.153	-0.326	0.632	4.582	0.674	0.51	0.622	0.132
"Olr695"	-0.158	-0.654	0.338	4.081	-0.673	0.51	0.623	0.116
"Polr2d"	0.049	-0.105	0.203	9.927	0.673	0.51	0.623	0.226
"Vom2r29"	-0.036	-0.15	0.077	1.38	-0.672	0.511	0.623	0.08
"C1qtnf6"	0.3	-0.643	1.244	7.336	0.672	0.511	0.624	0.139
"Gcnt3"	-0.225	-0.933	0.483	2.307	-0.671	0.511	0.624	0.117
"B4galt2"	-0.135	-0.56	0.29	8.705	-0.671	0.511	0.624	0.161
"Pou3f2"	0.113	-0.242	0.467	9.118	0.671	0.512	0.624	0.205
"Serpina1f"	-0.399	-1.656	0.858	1.847	-0.671	0.512	0.624	0.222
