"Gene"	"logFC"	"CI.L"	"CI.R"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"se.coef"
"Med25"	-0.271	-0.442	-0.1	13.937	-3.34	0.00391	0.00923	0.109
"Cops4"	-0.262	-0.428	-0.096	12.371	-3.339	0.00391	0.00923	0.093
"Rbp4"	1.005	0.37	1.64	11.585	3.339	0.00391	0.00923	0.161
"Sorbs3"	0.532	0.196	0.868	8.627	3.339	0.00391	0.00924	0.069
"Zfp462"	0.275	0.101	0.448	7.736	3.339	0.00391	0.00924	0.277
"Otc"	0.733	0.269	1.196	4.878	3.338	0.00392	0.00925	0.056
"Stard5"	-0.499	-0.814	-0.183	8.339	-3.338	0.00392	0.00926	0.152
"Dnajb11"	0.313	0.115	0.511	8.924	3.337	0.00392	0.00926	0.344
"Foxp2"	1.228	0.451	2.005	7.816	3.337	0.00392	0.00926	0.391
"Cct2"	-0.229	-0.375	-0.084	13.451	-3.337	0.00393	0.00926	0.181
"Ccdc136"	-0.382	-0.623	-0.14	10.99	-3.337	0.00393	0.00927	0.416
"Cenatac"	0.365	0.134	0.596	9.52	3.337	0.00393	0.00927	0.249
"Tmem144"	0.552	0.203	0.902	7.833	3.336	0.00394	0.00929	0.315
"Rnf25"	0.274	0.101	0.448	12.888	3.336	0.00394	0.00929	0.18
"Slc38a2"	-0.437	-0.714	-0.16	10.717	-3.333	0.00396	0.00934	0.083
"Robo3"	-0.413	-0.675	-0.151	3.272	-3.331	0.00398	0.00938	0.353
"Hdlbp"	0.53	0.194	0.866	10.238	3.329	0.004	0.00942	0.103
"Slc1a2"	-0.563	-0.92	-0.206	7.643	-3.328	0.00401	0.00945	0.745
"Arrdc4"	0.463	0.169	0.757	5.526	3.327	0.00401	0.00945	0.1
"Dnaja1"	-0.361	-0.59	-0.132	14.276	-3.327	0.00401	0.00946	0.234
"Rapsn"	1.213	0.443	1.983	4.641	3.326	0.00402	0.00948	0.128
"Bard1"	0.528	0.193	0.864	7.827	3.325	0.00403	0.0095	0.191
"Dynll1"	-0.257	-0.42	-0.094	14.85	-3.324	0.00404	0.00951	0.305
"Fcer2"	-1.154	-1.887	-0.421	4.122	-3.323	0.00404	0.00953	0.219
"Itgb1bp1"	-0.22	-0.359	-0.08	11.847	-3.322	0.00405	0.00955	0.115
"LOC362863"	-1.074	-1.756	-0.392	4.396	-3.322	0.00406	0.00955	0.555
"Lrrc23"	0.561	0.205	0.918	11.118	3.322	0.00406	0.00955	0.128
"Apoa5"	0.794	0.289	1.299	9.735	3.321	0.00406	0.00956	0.356
"Nedd4l"	0.436	0.159	0.714	9.424	3.321	0.00406	0.00956	0.098
"Ehd4"	0.477	0.174	0.779	11.613	3.321	0.00406	0.00956	0.262
"Gabrr2"	0.825	0.3	1.349	5.049	3.32	0.00407	0.00958	1.07
"RGD1304624"	-0.276	-0.451	-0.1	8.519	-3.319	0.00408	0.0096	0.266
"Lcmt2"	0.332	0.121	0.543	10.062	3.319	0.00409	0.00961	0.324
"Ctnnbl1"	0.328	0.119	0.537	11.038	3.318	0.00409	0.00962	0.388
"Rpl37a"	0.206	0.075	0.337	12.604	3.317	0.0041	0.00964	0.625
"Sh2d3c"	-0.41	-0.67	-0.149	11.464	-3.317	0.0041	0.00964	0.083
"Trip4"	0.329	0.12	0.538	9.891	3.317	0.0041	0.00964	0.093
"Nr2c1"	0.421	0.153	0.689	9.965	3.316	0.00411	0.00966	0.283
"Vcl"	0.351	0.127	0.574	9.52	3.316	0.00411	0.00966	0.075
"Hdac2"	-0.4	-0.655	-0.145	10.496	-3.315	0.00412	0.00967	0.518
"Prcp"	0.497	0.18	0.813	8.721	3.315	0.00412	0.00968	0.111
"Psip1"	-0.523	-0.855	-0.19	9.639	-3.314	0.00412	0.00968	0.514
"Vps52"	0.421	0.153	0.689	11.423	3.314	0.00413	0.0097	0.166
"Ntng1"	-0.886	-1.451	-0.322	4.411	-3.313	0.00414	0.00971	0.149
"Thrap3"	0.313	0.114	0.513	9.099	3.311	0.00415	0.00974	0.7
"Psma5"	-0.215	-0.352	-0.078	15.028	-3.309	0.00417	0.00979	0.471
"Rbp2"	1.161	0.42	1.901	3.871	3.308	0.00418	0.0098	0.164
"Trem1"	2.573	0.931	4.215	5.015	3.307	0.00419	0.00983	0.048
"Dtna"	-0.565	-0.926	-0.204	7.433	-3.306	0.0042	0.00984	0.153
"Med10"	0.34	0.123	0.557	11.93	3.305	0.0042	0.00986	0.357
"Smg6"	0.466	0.169	0.764	7.086	3.305	0.0042	0.00986	0.106
"Cidea"	1.539	0.556	2.522	11.71	3.305	0.00421	0.00986	0.806
"Rprd1a"	-0.295	-0.484	-0.107	9.494	-3.305	0.00421	0.00986	0.485
"Tdrd3"	-0.36	-0.59	-0.13	8.192	-3.304	0.00422	0.00989	0.539
"Klk1b3"	0.961	0.347	1.575	1.899	3.303	0.00423	0.0099	0.139
"Ptprj"	0.659	0.238	1.081	7.124	3.303	0.00423	0.00991	0.12
"Fastk"	-0.448	-0.734	-0.162	9.556	-3.302	0.00423	0.00992	0.122
"Peg3"	-1.111	-1.821	-0.401	11.277	-3.302	0.00424	0.00992	0.211
"Klhl14"	-1.341	-2.198	-0.484	2.085	-3.302	0.00424	0.00993	0.281
"Dhrs9"	1.883	0.679	3.087	3.054	3.301	0.00425	0.00995	0.41
"Dennd4a"	0.479	0.173	0.785	5.204	3.3	0.00425	0.00995	0.44
"Dennd5a"	-0.328	-0.538	-0.118	13.899	-3.3	0.00425	0.00996	0.168
"Raver2"	0.685	0.247	1.124	11.606	3.3	0.00426	0.00996	0.36
"Plekhh1"	-0.996	-1.633	-0.359	10.863	-3.299	0.00426	0.00998	0.318
"Ankrd50"	-0.471	-0.773	-0.17	9.203	-3.297	0.00429	0.01	0.169
"Afap1l2"	0.812	0.292	1.332	7.321	3.296	0.00429	0.01	0.11
"Megf10"	-0.597	-0.98	-0.215	6.68	-3.296	0.00429	0.01	0.145
"Dusp19"	-0.935	-1.533	-0.336	8.801	-3.295	0.0043	0.01	0.176
"Emilin3"	0.457	0.164	0.75	5.364	3.295	0.0043	0.01	0.333
"LOC298245"	0.474	0.17	0.777	6.391	3.295	0.0043	0.01	0.134
"Reep6"	-0.884	-1.451	-0.318	4.48	-3.294	0.00431	0.0101	0.117
"Spaca4"	0.695	0.249	1.14	5.08	3.29	0.00435	0.0102	0.391
"Kcnn2"	-0.736	-1.209	-0.264	7.805	-3.29	0.00435	0.0102	0.586
"Ceacam1"	1.436	0.514	2.358	2.5	3.288	0.00436	0.0102	0.266
"RGD1304728"	0.472	0.169	0.776	6.751	3.288	0.00437	0.0102	0.159
"Gast"	0.385	0.138	0.632	11.03	3.286	0.00438	0.0102	0.311
"RGD1564400"	-0.344	-0.565	-0.123	11.944	-3.286	0.00438	0.0102	0.444
"Clec4f"	-0.58	-0.952	-0.207	4.539	-3.286	0.00439	0.0102	0.151
"Zfp472"	0.281	0.1	0.461	8.882	3.286	0.00439	0.0102	0.211
"Inhbb"	0.481	0.172	0.789	9.338	3.285	0.00439	0.0103	0.562
"Fbp1"	0.602	0.215	0.989	6.408	3.282	0.00442	0.0103	0.11
"Pak2"	0.293	0.105	0.481	7.054	3.282	0.00442	0.0103	0.119
"Ube2e3"	-0.225	-0.37	-0.08	13.23	-3.278	0.00446	0.0104	0.068
"RGD1305178"	-0.302	-0.496	-0.107	14.386	-3.277	0.00447	0.0104	0.31
"Lif"	-0.493	-0.81	-0.175	7.516	-3.277	0.00447	0.0104	0.083
"Snx25"	-0.567	-0.933	-0.202	6.88	-3.275	0.00449	0.0105	0.539
"LOC289517"	0.402	0.143	0.661	13.812	3.274	0.0045	0.0105	0.188
"Ggt1"	-0.284	-0.468	-0.101	6.736	-3.272	0.00451	0.0105	0.655
"Smad7"	-0.523	-0.86	-0.186	11.517	-3.272	0.00452	0.0105	1.502
"Fbln5"	0.53	0.188	0.871	6.386	3.272	0.00452	0.0105	0.093
"Neu1"	0.493	0.175	0.81	12.115	3.271	0.00452	0.0105	0.27
"LOC499261"	0.464	0.164	0.763	10.572	3.269	0.00455	0.0106	0.821
"Olr784"	0.409	0.145	0.673	4.561	3.268	0.00456	0.0106	1.032
"Nlrx1"	0.493	0.175	0.812	10.65	3.267	0.00457	0.0106	0.112
"Lrrcc1"	0.526	0.186	0.865	9.641	3.265	0.00459	0.0107	0.334
"Ubl3"	-0.48	-0.791	-0.17	11.083	-3.264	0.0046	0.0107	0.111
"Fyco1"	0.601	0.212	0.989	6.411	3.263	0.0046	0.0107	0.536
"Ipo13"	-0.387	-0.638	-0.137	11.249	-3.263	0.0046	0.0107	0.116
"Herpud1"	0.482	0.17	0.793	12.007	3.262	0.00462	0.0107	0.22
"Tpt1"	0.214	0.075	0.352	16.913	3.261	0.00462	0.0108	0.079
"Hs3st1"	-0.539	-0.887	-0.19	11.473	-3.261	0.00463	0.0108	0.181
"Sub1"	-0.21	-0.345	-0.074	15.054	-3.26	0.00464	0.0108	0.145
"Ppp1ca"	0.288	0.102	0.475	14.912	3.259	0.00465	0.0108	0.224
"Wdr6"	0.309	0.109	0.51	11.291	3.259	0.00465	0.0108	0.126
"Postn"	1.756	0.618	2.893	7.733	3.258	0.00465	0.0108	0.509
"Eif4a1"	0.394	0.139	0.65	11.906	3.258	0.00466	0.0108	0.072
"Itgb6"	0.861	0.303	1.419	5.661	3.256	0.00467	0.0109	0.607
"Ptpn18"	0.687	0.242	1.133	8.021	3.256	0.00468	0.0109	0.117
"Gtf2e2"	-0.209	-0.345	-0.073	10.509	-3.255	0.00469	0.0109	0.285
"Sh3bgrl3"	0.372	0.13	0.613	13.867	3.25	0.00474	0.011	0.352
"Tbc1d8"	0.52	0.182	0.858	6.141	3.249	0.00475	0.011	0.207
"Nmnat2"	-0.415	-0.685	-0.145	8.587	-3.248	0.00476	0.011	0.091
"Tuba1c"	-0.297	-0.491	-0.104	15.483	-3.248	0.00476	0.011	0.125
"Phlda3"	-0.31	-0.512	-0.109	11.1	-3.247	0.00476	0.0111	0.228
"Zfp68"	-0.327	-0.539	-0.114	10.279	-3.247	0.00477	0.0111	0.212
"Chrdl2"	1.038	0.363	1.713	3.482	3.247	0.00477	0.0111	0.12
"Rbm14"	0.603	0.211	0.996	6.186	3.246	0.00477	0.0111	0.57
"Notch1"	0.39	0.136	0.643	5.592	3.246	0.00478	0.0111	0.517
"Ddb1"	0.401	0.14	0.662	12.123	3.245	0.00479	0.0111	0.237
"Ptp4a2"	0.308	0.108	0.509	12.072	3.244	0.0048	0.0111	0.27
"Smarca1"	-0.496	-0.818	-0.173	7.162	-3.244	0.0048	0.0111	0.138
"Gli3"	0.682	0.238	1.126	3.671	3.241	0.00483	0.0112	0.33
"Itga7"	0.378	0.132	0.625	11.865	3.241	0.00483	0.0112	0.136
"Rtn4rl2"	0.99	0.345	1.636	12.482	3.24	0.00484	0.0112	0.181
"Pla2g1b"	-0.505	-0.834	-0.176	7.668	-3.24	0.00484	0.0112	0.236
"Col24a1"	0.614	0.214	1.015	3.829	3.239	0.00485	0.0112	0.178
"Nhlh1"	1.763	0.614	2.912	2.71	3.239	0.00485	0.0112	0.142
"Gphn"	-0.384	-0.634	-0.134	8.438	-3.238	0.00486	0.0113	0.145
"Poldip2"	-0.318	-0.525	-0.111	10.709	-3.237	0.00487	0.0113	0.159
"RGD1306502"	-0.583	-0.963	-0.203	6.722	-3.235	0.00489	0.0113	0.194
"Enox2"	-0.356	-0.588	-0.124	7.608	-3.235	0.00489	0.0113	0.146
"Mdm2"	0.233	0.081	0.385	9.425	3.235	0.00489	0.0113	0.136
"Ppil1"	-0.353	-0.583	-0.123	11.123	-3.235	0.00489	0.0113	0.311
"Serpinb13"	-0.6	-0.991	-0.209	1.798	-3.235	0.00489	0.0113	0.118
"Dtymk"	0.401	0.139	0.663	12.503	3.234	0.0049	0.0113	0.408
"Olr1670"	1.407	0.488	2.325	2.31	3.234	0.00491	0.0114	0.146
"Pah"	-0.915	-1.513	-0.318	4.42	-3.232	0.00492	0.0114	0.15
"Gulp1"	1.049	0.364	1.734	5.895	3.232	0.00493	0.0114	0.289
"Pdha2"	1.626	0.564	2.689	3.524	3.232	0.00493	0.0114	0.105
"Hyal1"	0.485	0.168	0.802	6.146	3.231	0.00493	0.0114	0.15
"Nr4a2"	0.586	0.203	0.969	7.757	3.231	0.00493	0.0114	0.179
"Upk3a"	-1.708	-2.824	-0.592	3.483	-3.231	0.00493	0.0114	0.172
"Lin54"	0.543	0.188	0.898	4.882	3.23	0.00494	0.0114	0.218
"Tmem165"	-0.366	-0.604	-0.127	10.575	-3.229	0.00496	0.0115	0.083
"Ppil3"	-0.227	-0.375	-0.078	11.406	-3.228	0.00497	0.0115	0.266
"C1galt1c1"	-0.245	-0.406	-0.085	12.462	-3.228	0.00497	0.0115	0.244
"Aurkc"	-0.378	-0.626	-0.131	12.724	-3.227	0.00498	0.0115	0.176
"Slc5a3"	0.812	0.281	1.343	9.417	3.226	0.00498	0.0115	0.157
"Lrrc9"	0.657	0.227	1.087	5.172	3.226	0.00499	0.0115	0.316
"Hypk"	-0.45	-0.745	-0.156	12.514	-3.226	0.00499	0.0115	0.341
"RGD1310587"	0.586	0.202	0.97	8.851	3.224	0.00501	0.0116	0.256
"Rapgef1"	0.342	0.118	0.565	7.304	3.224	0.00501	0.0116	0.118
"Cog6"	-0.343	-0.568	-0.118	9.604	-3.224	0.00501	0.0116	0.118
"Slc23a3"	1.86	0.642	3.078	3.28	3.224	0.00501	0.0116	0.098
"Asb1"	-0.89	-1.473	-0.307	8.339	-3.223	0.00502	0.0116	0.089
"Lmf1"	0.528	0.182	0.874	8.587	3.223	0.00502	0.0116	0.223
"Cfap43"	0.668	0.231	1.106	6.771	3.222	0.00503	0.0116	0.205
"Krt14"	0.912	0.314	1.509	7.241	3.222	0.00503	0.0116	0.412
"Stk25"	-0.43	-0.712	-0.148	10.342	-3.222	0.00503	0.0116	0.164
"Alg11"	-0.209	-0.346	-0.072	10.822	-3.222	0.00504	0.0116	0.142
"Mrpl48"	-0.294	-0.487	-0.101	14.906	-3.221	0.00504	0.0116	0.226
"Rgs19"	0.401	0.138	0.664	11.62	3.221	0.00504	0.0116	0.106
"Fndc5"	-0.585	-0.968	-0.202	10.91	-3.221	0.00504	0.0116	0.092
"Chaf1a"	0.433	0.149	0.716	10.481	3.221	0.00505	0.0116	0.12
"Srd5a2"	0.607	0.209	1.004	7.074	3.22	0.00505	0.0116	0.094
"Clip4"	0.398	0.137	0.658	10.014	3.219	0.00507	0.0117	0.874
"Wdhd1"	0.446	0.154	0.739	7.862	3.218	0.00507	0.0117	0.216
"Odf1"	-1.401	-2.32	-0.482	2.447	-3.218	0.00508	0.0117	0.328
"Mr1"	1.01	0.348	1.673	5.253	3.218	0.00508	0.0117	0.36
"Slc15a4"	0.392	0.135	0.649	10.169	3.217	0.00508	0.0117	0.153
"Ampd2"	-0.339	-0.561	-0.116	6.45	-3.217	0.00509	0.0117	0.13
"Thap7"	-0.251	-0.415	-0.086	10.024	-3.216	0.0051	0.0117	0.169
"Gpr141"	1.6	0.55	2.65	3.322	3.216	0.0051	0.0117	0.232
"Rin3"	1.23	0.422	2.038	7.758	3.214	0.00512	0.0118	0.225
"Kcna3"	0.734	0.252	1.216	5.244	3.213	0.00512	0.0118	0.209
"Arpc4"	0.538	0.184	0.891	9.403	3.212	0.00514	0.0118	0.099
"Grwd1"	0.454	0.156	0.752	8.977	3.212	0.00514	0.0118	0.57
"Abhd3"	-0.619	-1.026	-0.212	11.656	-3.212	0.00514	0.0118	0.273
"Irx4"	-1.686	-2.795	-0.578	2.801	-3.211	0.00515	0.0118	0.093
"Synm"	0.768	0.263	1.273	14.22	3.21	0.00516	0.0119	0.13
"Zfp772"	-0.541	-0.897	-0.185	5.274	-3.209	0.00517	0.0119	0.13
"Thumpd2"	0.279	0.096	0.463	9.088	3.209	0.00517	0.0119	0.189
"Arhgap8"	1.164	0.398	1.929	4.963	3.209	0.00518	0.0119	0.255
"Plk2"	0.586	0.201	0.972	9.22	3.208	0.00519	0.0119	0.255
"Gprin1"	0.616	0.211	1.021	11.212	3.207	0.0052	0.0119	0.121
"Nnat"	-0.656	-1.088	-0.224	15.155	-3.207	0.0052	0.0119	0.085
"Ap4m1"	0.682	0.233	1.132	7.043	3.203	0.00524	0.012	0.079
"Zfp469"	0.531	0.181	0.882	5.522	3.202	0.00525	0.012	0.088
"Gga1"	0.434	0.148	0.721	10.524	3.201	0.00526	0.0121	0.329
"Ankrd40"	-0.326	-0.54	-0.111	12.336	-3.201	0.00526	0.0121	0.132
"Fundc1"	-0.386	-0.641	-0.131	9.332	-3.2	0.00527	0.0121	0.105
"LOC690206"	-0.601	-0.998	-0.204	4.916	-3.198	0.00529	0.0121	0.117
"Bcl2l10"	-0.481	-0.799	-0.164	7.781	-3.198	0.0053	0.0122	0.098
"Pex19"	-0.266	-0.442	-0.09	11.36	-3.197	0.0053	0.0122	0.1
"Dus3l"	0.241	0.082	0.4	11.801	3.197	0.00531	0.0122	0.13
"Vps35"	-0.18	-0.299	-0.061	14.307	-3.197	0.00531	0.0122	0.234
"Pqbp1"	-0.209	-0.347	-0.071	13.016	-3.195	0.00533	0.0122	0.145
"Trim66"	-0.869	-1.443	-0.295	4.517	-3.195	0.00533	0.0122	0.089
"Bbs1"	0.375	0.127	0.623	9.305	3.194	0.00535	0.0123	0.144
"Stxbp5"	0.561	0.19	0.932	10.499	3.193	0.00536	0.0123	0.115
"Stc1"	-0.63	-1.047	-0.213	6.051	-3.192	0.00537	0.0123	0.091
"Acvr2a"	-0.41	-0.681	-0.139	6.197	-3.191	0.00538	0.0123	0.127
"Map3k4"	0.392	0.133	0.652	10.048	3.191	0.00538	0.0123	0.24
"Rpl26"	0.203	0.069	0.337	16.943	3.19	0.00539	0.0123	0.221
"Parl"	-0.241	-0.4	-0.081	11.978	-3.189	0.0054	0.0124	0.31
"Nipa2"	-0.378	-0.629	-0.128	8.748	-3.189	0.0054	0.0124	0.263
"Serpina3n"	1.202	0.406	1.998	5.703	3.188	0.00541	0.0124	0.115
"Tspan3"	-0.225	-0.375	-0.076	14.633	-3.187	0.00542	0.0124	0.187
"Sec16a"	0.53	0.179	0.881	5.784	3.186	0.00543	0.0124	0.144
"Gucy1a2"	-1.015	-1.688	-0.343	6.058	-3.186	0.00544	0.0124	0.447
"LOC682102"	-0.699	-1.162	-0.236	5.623	-3.186	0.00544	0.0124	0.204
"Tmem147"	-0.209	-0.348	-0.071	13.179	-3.185	0.00545	0.0125	0.161
"Mtss1"	-0.263	-0.438	-0.089	9.847	-3.185	0.00545	0.0125	0.169
"Ube2n"	-0.295	-0.491	-0.1	11.014	-3.184	0.00545	0.0125	0.09
"ST7"	0.368	0.124	0.611	10.557	3.184	0.00546	0.0125	0.154
"Dpys"	-1.091	-1.815	-0.368	3.895	-3.183	0.00547	0.0125	0.146
"Panx1"	-0.486	-0.807	-0.164	10.031	-3.183	0.00547	0.0125	0.459
"Aph1a"	0.452	0.152	0.752	11.762	3.183	0.00547	0.0125	0.121
"Olr1309"	-0.953	-1.585	-0.321	1.606	-3.183	0.00548	0.0125	0.097
"Ppp2r5b"	-0.45	-0.749	-0.152	10.595	-3.183	0.00548	0.0125	0.116
"Stx5"	0.557	0.187	0.926	7.509	3.183	0.00548	0.0125	0.119
"Pyy"	-1.123	-1.868	-0.378	5.604	-3.182	0.00548	0.0125	0.16
"Btn2a2"	0.632	0.213	1.052	4.471	3.18	0.0055	0.0126	0.441
"Stk11ip"	0.41	0.138	0.682	6.874	3.18	0.00551	0.0126	0.202
"Akt1"	0.603	0.202	1.003	11.435	3.179	0.00552	0.0126	0.168
"Mrps21"	-0.267	-0.444	-0.09	10.171	-3.177	0.00554	0.0126	0.153
"St7l"	-0.46	-0.766	-0.155	12.942	-3.177	0.00554	0.0126	0.148
"Cntn2"	-0.384	-0.639	-0.129	12.24	-3.176	0.00556	0.0127	0.1
"Mrpl43"	-2.597	-4.323	-0.871	9.738	-3.176	0.00556	0.0127	0.222
"Ss18l1"	-0.423	-0.705	-0.142	4.947	-3.174	0.00558	0.0127	0.159
"Plce1"	0.638	0.214	1.063	10.168	3.173	0.0056	0.0128	0.192
"LOC500845"	0.574	0.192	0.957	4.219	3.171	0.00562	0.0128	0.076
"Tex21"	0.682	0.228	1.136	5.108	3.171	0.00562	0.0128	0.075
"Il2rg"	0.617	0.206	1.027	6.842	3.17	0.00562	0.0128	0.078
"Grin2b"	-1.004	-1.673	-0.336	4.666	-3.17	0.00563	0.0128	0.074
"Mrpl54"	-0.186	-0.309	-0.062	14.434	-3.169	0.00564	0.0129	0.103
"Iqgap3"	0.655	0.219	1.092	7.455	3.168	0.00565	0.0129	0.086
"Prc1"	1.13	0.377	1.883	6.161	3.167	0.00566	0.0129	0.538
"Sra1"	0.278	0.093	0.463	11.587	3.167	0.00566	0.0129	0.055
"Tsg101"	-0.292	-0.487	-0.097	8.961	-3.165	0.00568	0.0129	0.196
"Fgfrl1"	0.383	0.127	0.638	14.955	3.163	0.00571	0.013	0.196
"Klhl18"	0.33	0.11	0.549	7.007	3.163	0.00571	0.013	0.262
"Maff"	0.878	0.292	1.464	4.543	3.162	0.00572	0.013	0.172
"Rpp38"	-0.261	-0.435	-0.087	9.852	-3.162	0.00573	0.013	0.29
"Plxna1"	0.748	0.249	1.248	4.945	3.161	0.00574	0.0131	0.21
"Bin1"	-0.362	-0.604	-0.12	14.763	-3.16	0.00575	0.0131	0.078
"LOC498750"	-0.333	-0.556	-0.111	10.177	-3.16	0.00575	0.0131	0.143
"Actn4"	0.494	0.164	0.824	11.95	3.159	0.00576	0.0131	0.276
"Vcam1"	0.853	0.283	1.423	14.688	3.159	0.00576	0.0131	0.445
"Bcar1"	0.621	0.206	1.036	11.298	3.158	0.00577	0.0131	0.355
"Rnasek"	-0.236	-0.394	-0.078	13.481	-3.157	0.00579	0.0132	0.515
"Rpl22l1"	-0.373	-0.623	-0.124	11.456	-3.157	0.00579	0.0132	0.116
"Olr360"	0.411	0.136	0.687	5.063	3.156	0.0058	0.0132	0.184
"RGD1561843"	0.545	0.181	0.91	11.132	3.156	0.0058	0.0132	0.11
"Cd96"	1.109	0.367	1.85	1.779	3.156	0.0058	0.0132	0.201
"Gfm1"	-0.651	-1.087	-0.216	12.251	-3.156	0.0058	0.0132	0.393
"Bap1"	-0.492	-0.821	-0.163	10.027	-3.154	0.00582	0.0132	0.179
"Zfand2b"	-0.238	-0.397	-0.079	11.307	-3.153	0.00584	0.0133	0.078
"Lap3"	0.306	0.101	0.511	12.911	3.152	0.00584	0.0133	0.086
"Olr1693"	-0.545	-0.91	-0.18	1.755	-3.15	0.00588	0.0133	0.094
"Xpr1"	0.265	0.087	0.442	6.694	3.149	0.00588	0.0134	0.209
"LOC685406"	-1.968	-3.287	-0.649	1.791	-3.148	0.00589	0.0134	0.339
"Esd"	-0.181	-0.303	-0.06	14.462	-3.148	0.0059	0.0134	0.209
"Washc5"	0.482	0.159	0.805	8.981	3.147	0.00591	0.0134	0.152
"Bicd2"	-0.195	-0.327	-0.064	12.477	-3.147	0.00592	0.0134	0.857
"Ints5"	0.432	0.142	0.723	8.678	3.146	0.00592	0.0134	0.636
"Asrgl1"	-0.51	-0.853	-0.168	11.835	-3.144	0.00595	0.0135	0.666
"Tcof1"	0.364	0.12	0.609	9.676	3.144	0.00595	0.0135	0.558
"Zfp385b"	-1.382	-2.31	-0.454	3.01	-3.143	0.00597	0.0135	0.282
"Nav3"	0.375	0.123	0.627	6.274	3.142	0.00597	0.0135	0.108
"Exoc4"	0.412	0.135	0.69	7.367	3.141	0.00599	0.0136	0.359
"Gin1"	-0.407	-0.681	-0.134	9.694	-3.14	0.00599	0.0136	0.494
"Nat2"	0.431	0.141	0.721	7.967	3.14	0.00599	0.0136	0.215
"Tmem106b"	-0.413	-0.69	-0.135	10.78	-3.137	0.00604	0.0137	0.261
"Rasgrf2"	-1.042	-1.744	-0.341	4.318	-3.137	0.00604	0.0137	0.118
"Pdcd4"	-0.845	-1.414	-0.276	11.227	-3.135	0.00607	0.0138	0.249
"Mafa"	-0.502	-0.84	-0.164	4.681	-3.134	0.00607	0.0138	0.29
"Ect2"	0.718	0.235	1.202	6.446	3.134	0.00608	0.0138	0.561
"Rbbp5"	-0.187	-0.314	-0.061	12.288	-3.133	0.00608	0.0138	0.497
"Olr672"	-0.607	-1.015	-0.198	1.821	-3.133	0.00609	0.0138	0.201
"Pcbp3"	-0.415	-0.695	-0.135	11.1	-3.131	0.00611	0.0138	0.145
"Ptchd4"	-2.114	-3.539	-0.689	3.863	-3.131	0.00611	0.0138	0.117
"Ddx11"	0.489	0.159	0.818	7.663	3.131	0.00612	0.0138	0.125
"Bok"	0.243	0.079	0.407	8.783	3.131	0.00612	0.0138	0.077
"Cdkn1b"	0.333	0.108	0.557	12.483	3.13	0.00613	0.0139	0.209
"Dusp14"	0.287	0.094	0.481	9.305	3.13	0.00613	0.0139	0.178
"LOC680405"	0.866	0.282	1.451	11.231	3.13	0.00613	0.0139	0.161
"Rab21"	-0.386	-0.646	-0.126	13.066	-3.13	0.00613	0.0139	0.261
"Ets2"	0.408	0.133	0.683	9.156	3.128	0.00615	0.0139	0.208
"Grap2"	-0.63	-1.055	-0.205	6.005	-3.128	0.00616	0.0139	0.344
"Mfap3l"	0.514	0.167	0.861	6.982	3.127	0.00617	0.014	0.182
"Paqr8"	-0.428	-0.717	-0.139	7.427	-3.126	0.00618	0.014	0.731
"Ophn1"	0.367	0.119	0.615	9.255	3.126	0.00618	0.014	0.462
"Kcnf1"	-1.146	-1.919	-0.372	2.933	-3.126	0.00618	0.014	0.094
"Gtf3c5"	-0.271	-0.454	-0.088	9.809	-3.125	0.0062	0.014	0.097
"Mylk3"	-0.598	-1.001	-0.194	6.56	-3.125	0.0062	0.014	0.146
"Ndufb11"	-0.242	-0.406	-0.079	14.586	-3.124	0.00621	0.014	0.151
"Hspa1l"	0.81	0.263	1.357	5.792	3.124	0.00621	0.014	0.077
"Popdc2"	-0.292	-0.49	-0.095	8.992	-3.123	0.00622	0.014	0.067
"Grk6"	0.406	0.132	0.681	11.855	3.122	0.00624	0.0141	0.117
"Peli1"	-0.424	-0.71	-0.137	7.701	-3.122	0.00624	0.0141	0.09
"Tgfb3"	0.385	0.125	0.645	10.155	3.121	0.00624	0.0141	0.157
"Tmem108"	0.425	0.137	0.712	10.015	3.12	0.00626	0.0141	0.313
"LOC300303"	0.282	0.091	0.472	14.991	3.12	0.00626	0.0141	0.255
"Med13l"	0.469	0.152	0.786	8.247	3.119	0.00627	0.0142	0.594
"Dtnb"	-0.603	-1.011	-0.194	9.606	-3.116	0.00632	0.0143	0.33
"Sh3glb2"	-0.579	-0.972	-0.187	13.204	-3.114	0.00634	0.0143	0.262
"Pde1c"	-0.896	-1.503	-0.289	4.704	-3.114	0.00634	0.0143	0.102
"Tas2r143"	-0.843	-1.415	-0.271	1.962	-3.112	0.00636	0.0143	0.104
"Ankle2"	0.49	0.158	0.822	7.2	3.112	0.00637	0.0144	0.094
"Lig4"	-0.482	-0.809	-0.155	7.954	-3.111	0.00638	0.0144	0.129
"Rasgrp1"	-1.398	-2.347	-0.45	2.453	-3.111	0.00639	0.0144	0.094
"Klhl11"	-0.532	-0.894	-0.171	5.761	-3.111	0.00639	0.0144	0.151
"Phyhd1"	0.507	0.163	0.851	10.353	3.11	0.00639	0.0144	0.368
"Grid1"	-0.615	-1.032	-0.198	6.957	-3.11	0.00639	0.0144	0.622
"Kiss1"	-0.512	-0.86	-0.165	5.682	-3.109	0.00641	0.0144	0.084
"Fignl1"	-0.672	-1.128	-0.216	5.56	-3.108	0.00643	0.0145	0.128
